entity_id,dcterms_title,foaf_name_Affiliations,foaf_name_ConferenceSeries,city_name,state_name,country_name,country_official_name,foaf_name_FieldsOfStudy,fos_list,foaf_name_Journals,foaf_name
2757388148,,J. Foy Guin Jr.,,,,,,,,,
2292249588,Biodiversità vegetale dei sistemi forestali in Italia,,,,,,,,,,
303574481,Survey: Is It Time for Our Organization to Recognize Subspecialties within School Psychology?.,,,,,,,,,,
2565917256,,Bronniman Charles,,,,,,,,,
2094156143,How useful is the monitoring of (low molecular weight) heparin therapy by anti-Xa assay? A laboratory perspective.,,,,,,,,,,
2724226866,,秀行 椛沢,,,,,,,,,
1993436808,Max Weber and modern sociology,,,,,,,,,,
1585373528,Weapons of mass destruction : new perspectives on counterproliferation,,,,,,,,,,
2864122358,,Wu Shaoxu,,,,,,,,,
2635416208,,Ceelen Wim,,,,,,,,,
51646667,Long Term Striping Alternatives for Bridge Decks,,,,,,,,,,
180925567,Detection and Characterization of Short Circuits in 42 V Power Nets,,,,,,,,,,
2157632866,"Simple methods for alkaline protease purification from the polychaeta, Periserrula leucophryna",,,,,,,,,,
1587019648,Analysis of murein and murein precursors during antibiotic-induced lysis of Escherichia coli.,,,,,,,,,,
2777450777,creating a Risk Stratification Tool to Standardize Postnatal Management of Neonates with Prenatally Diagnosed Congenital Heart Disease : p1-52,,,,,,,,,,
2819122874,INJECTION DEVICE AND RELATIVE OPERATIVE METHOD,,,,,,,,,,
2078304214,Positive correlation between CD137 expression and complex stenosis morphology in patients with acute coronary syndromes.,,,,,,,,,,
3030088962,,Zhongye Wang,,,,,,,,,
2742652228,,Ahmet Guildford Kondoz,,,,,,,,,
2345497401,,A. Garber,,,,,,,,,
2975651730,,Tsungchin Lee,,,,,,,,,
2906410967,,Guo-Xiaojuan,,,,,,,,,
969259655,,Lutz Brekerbohm,,,,,,,,,
2426938988,Main components of the bile in chronic cholecystitis,,,,,,,,,,
242568918,羚桂龙牡颗粒对病毒性心肌炎小鼠血清IFN-γ、IL-4水平的影响,,,,,,,,,,
2574399814,,Heyner S,,,,,,,,,
1451053928,The winter hardiness of sour cherries in northern districts of the Don Basin.,,,,,,,,,,
2008771912,Meaning for the professional practice of terms attributed to actions of nursing - a descriptive study,,,,,,,,,,
2815293790,,Jieemusu Toomasu Uorunaa,,,,,,,,,
2653924718,,Borchers U,,,,,,,,,
2472941415,Caseous lymphadenitis in small ruminants in Egypt,,,,,,,,,,
2870186910,DOMESTIC WATER TAKER,,,,,,,,,,
2828497523,,Garbarini Victor Charles,,,,,,,,,
2465096474,Humours of Beedom.—IX,,,,,,,,,,
2665285134,,Elizabeth Khadija Tissingh,,,,,,,,,
2790388185,Sensitive detection of thyroid stimulating hormone by inkjet printed microchip with a double signal amplification strategy,,,,,,,,,,
2537873050,,Simon John Cope,,,,,,,,,
2899365681,Decretum quo Servitium Securitatis atque Salutis in locis laboris supprimitur eiusque functiones Sanitaris et Hygienes Publicae Directioni tribuuntur,,,,,,,,,,
1599727192,Characteristics of ferrochrome smelter slag and its implications in metal accounting,,,,,,,,,,
2327580101,Highly Reliable Digital Control System Based on Intelligent Error Detection for Safety Operations,,,,,,,,,,
74122694,Evaluation of gamma lines for NAA,,,,,,,,,,
2821890533,Composite material containing ultrafine material film and its preparation method and application,,,,,,,,,,
2869083495,"НЕПЕРЕЗАПИСЫВАЕМЫЙ НОСИТЕЛЬ ЗАПИСИ ИНФОРМАЦИИ, СПОСОБ ЗАПИСИ ИНФОРМАЦИИ, УСТРОЙСТВО ЗАПИСИ ИНФОРМАЦИИ, СПОСОБ ВОСПРОИЗВЕДЕНИЯ ИНФОРМАЦИИ, УСТРОЙСТВО ВОСПРОИЗВЕДЕНИЯ ИНФОРМАЦИИ И СПОСОБ ИЗГОТОВЛЕНИЯ НОСИТЕЛЯ ЗАПИСИ ИНФОРМАЦИИ",,,,,,,,,,
1674808669,The encoding/decoding model revisited,,,,,,,,,,
978894188,Rola interesariuszy w zarządzaniu przedsiębiorstwem górniczym,,,,,,,,,,
1972161265,Is there a role for surgery in the treatment of mastalgia,,,,,,,,,,
2142526630,THERMOELECTRIC POWER OF CERIUM UP TO 6 GPa,,,,,,,,,,
2481234591,,N. Ojeda,,,,,,,,,
409668983,P208 大規模並列計算のための全球格子モデルの開発(ポスター・セッション),,,,,,,,,,
2035330544,Rolling friction and adhesion between smooth solids,,,,,,,,,,
2107073443,Direct Search Methods on Parallel Machines,,,,,,,,,,
2731984537,SINGLE LINE TWO-WAY COMMUNICATION DEPENDING ON BIAS VOLTAGE TIME DIVISION,,,,,,,,,,
2881627954,,Xingke Shang,,,,,,,,,
2735496352,Tecnología web como soporte al proceso de seguimiento a la historia clínica y su influencia en la gestión administrativa de la jefatura de oncología en el Hospital Santa Rosa,,,,,,,,,,
2490378146,Automatic record changers,,,,,,,,,,
2294902250,,Nancy E. White,,,,,,,,,
1990873290,Pion polarizabilities in chiral Lagrangian models,,,,,,,,,,
2375329084,Analysis on the Present Urban Competition,,,,,,,,,,
2187335275,Assessment of Nutritional Status in Male School Children using Complete Blood Count and Serum Folic Acid,,,,,,,,,,
2012058332,MoDELS,,,,,,,,,,
2801513157,Immersion au Startup Weekend Brest 2018 - @ Brest,,,,,,,,,,
2333383266,Direct from Germany: Authentic Materials for Reading and Conversation for Advanced-Beginning and Intermediate Students,,,,,,,,,,
2750142279,,Michael Niederman,,,,,,,,,
2425516796,,Clelia Orsenigo,,,,,,,,,
2433014320,,Sacha E Kopp,,,,,,,,,
2756301507,"SERVICE COOPERATION METHOD, TRANSFER DEVICE, AND PROGRAM",,,,,,,,,,
2717537847,,R Mesgarian,,,,,,,,,
2338814191,政治的泛化：美国媒体建构中国形象的偏向——对《新闻周刊》（2009—2010）涉华文章的内容分析,,,,,,,,,,
2985690870,PNEUMOCYSTIS CARINII PNEUMONIA,,,,,,,,,,
2875730381,GRAPHITIZED CARBON ELECTRODE FOR AL MANUFACTURING,,,,,,,,,,
2007488202,"Lateinunterricht in der Schule, ein Diskussionsbeitrag",,,,,,,,,,
2714677182,,Jan G. J. van de Winkel,,,,,,,,,
2336668727,Effects of ethanol and other intoxicant-anesthetics on voltage-dependent sodium channels of brain synaptosomes.,,,,,,,,,,
405298339,地図は語る(5)ロマノフカ(その3),,,,,,,,,,
2395849273,"Analysis of consumers' willingness to pay for counterfeit leather products in Abia State South East, Nigeria.",,,,,,,,,,
749362859,política: Tiempo y cultura en los Alegatos clásicos a la Democracia,,,,,,,,,,
2470875556,Nifedipine（Adalat®）－一個多才多藝的藥品,,,,,,,,,,
2246596963,,Josefina Hernández Barrado,,,,,,,,,
2601523243,,Manny Felix,,,,,,,,,
2857016909,,Makris Athanasios,,,,,,,,,
2540661081,,Robert Linton,,,,,,,,,
1861634206,PERIPHERAL ARTERIAL DISEASE IN LARGE VESSELS IS EPIDEMIOLOGICALLY DISTINCT FROM SMALL VESSEL DISEASE AN ANALYSIS OF RISK FACTORS,,,,,,,,,,
2529905602,,M. Bergeon,,,,,,,,,
2811119357,,N C Sammy,,,,,,,,,
2904024722,,Takashi Inbe,,,,,,,,,
2291426171,Le filigrane della collezione zonghi,,,,,,,,,,
1533909431,Accessibility analysis for polyhedral objects,,,,,,,,,,
2135617152,Thickening the Organizational Maze: Decentralization and the Consolidation of Societal Stakeholders in Ecuadorian Water Management,,,,,,,,,,
2829018261,Sample treatment workbench for pathological diagnosis,,,,,,,,,,
2010117203,Probing through cloudiness: Theory of statistical inversion for multiply scattered data.,,,,,,,,,,
2799344002,Revestimiento ceràmico con función fotovoltaica,,,,,,,,,,
2390050967,Theoretical Quality of Marxism of The Scientific Outlook on Development,,,,,,,,,,
2794412183,DISPOSITIF DE VENTILATION MECANIQUE CENTRALISEE A DOUBLE FLUX ANTI AERO-COMTAMINANT AUTOMATISE EN FONCTION D'UN CONTROLE PERMANENT DE LA QUALITE DE L'AIR INTERIEUR ET EXTERIEUR D'UN ESPACE HABITABLE FERME,,,,,,,,,,
2827478170,FIXING STRUCTURE OF CHILD SEAT,,,,,,,,,,
2170889476,Effect of shock-induced changes in transmembrane potential on reentrant waves and outcome during cardioversion of isolated rabbit hearts,,,,,,,,,,
2972986215,"(In) Subordinações Contemporâneas: Linguística, Letras e Artes",,,,,,,,,,
2478285652,,Severo Raul Fernandez,,,,,,,,,
588178123,Clinical Medical Ethics: Cases in Practice,,,,,,,,,,
2829194610,,Shiyutefuan Ruupaa,,,,,,,,,
3011603282,,Dewilde,,,,,,,,,
222970919,"Multidomain biotags for cancer detection, diagnosis and therapy and methods of their use priority statement",,,,,,,,,,
2698893110,,Jose V. Pardo,,,,,,,,,
2252908701,,M. M. Puig Riera de Conías,,,,,,,,,
2823558015,,Lu Jianmin,,,,,,,,,
2648324080,,Ho Sung Lee,,,,,,,,,
2210680861,,Margaret T. Goldberg,,,,,,,,,
2929609332,,Ding Jiahui,,,,,,,,,
2287974871,,Nejime Hidetake,,,,,,,,,
2334961131,On a Balistes Vetula from Rio de Janeiro,,,,,,,,,,
2020003814,Endovascular papillary angioendothelioma (Dabska tumor) in an elderly woman.,,,,,,,,,,
2308410596,,Madrid España,,,,,,,,,
2378465345,Observation Comparison between Methods for Testing Bone Density and Hair Ca,,,,,,,,,,
2059455921,Photocurable glycidoxypropyltrimethoxysilane based sol-gel hybrid materials,,,,,,,,,,
2845035133,RFID (radio frequency identification) ceramic-substrate card electronic tag,,,,,,,,,,
2633545766,,K S Amirthagadeswaran,,,,,,,,,
3016465968,A Personal Reformer(PR) for your Fuel cell system,,,,,,,,,,
2038278107,Effects of kinetic damping on the ion temperature gradient mode in tokamaks,,,,,,,,,,
2765945693,TCT-639 Upper extremity function after transradial PCI:preliminary long term results of the ARCUS trial,,,,,,,,,,
2012314532,Epoxy insulated carbon fiber and carbon nanotube fiber microelectrodes,,,,,,,,,,
2984510176,,H. R. Schaerer,,,,,,,,,
3021896571,,V. Bathmanathan,,,,,,,,,
2146930226,CHARMONIUM PRODUCTION AT THE LHC,,,,,,,,,,
2620952165,,Patil Jitendra Bhaskarrao,,,,,,,,,
2820187455,FREIGHT CAR FOR STANDARD- AND WIDE-GAUGE RAILWAYS,,,,,,,,,,
2588936292,,Márcio Evaristo Beltrão,,,,,,,,,
2859560517,Weaned piglet concentrate feed and method for preparing same,,,,,,,,,,
2672199870,,I. K. O. K. Kragha,,,,,,,,,
2172484168,LibGuides: Martha & the Vandellas: Home,,,,,,,,,,
2871843803,PRODUCTION OF SUBSTRATE FOR OPTICAL INFORMATION RECORDING MEDIUM,,,,,,,,,,
2375962984,A Preliminary Study on Tissue Culture of Schleihera trijuga,,,,,,,,,,
2201206233,HMIPv6 환경 에서의 MAP의 기능 향상과 LRSVP 를 이용한 핸드오프 성능 개선 방안,,,,,,,,,,
2104992792,Large Scale Linear Programming in the Windows and Linux computer operating systems,,,,,,,,,,
2952203669,PENGEMBANGAN INSTRUMEN PENILAIANPRODUK BANGUN RUANG SISI DATAR TINGKAT SMP/MTsDI KECAMATAN ASTANAJAPURA KABUPATEN CIREBON,,,,,,,,,,
1976218963,Moving from forest vs. grassland perspectives to an integrated view towards the conservation of forest–grassland mosaics,,,,,,,,,,
2921114463,Phraseological units as an art means in the language of Buriat prose,,,,,,,,,,
3027455367,,Max Damone Queiroz Barbosa,,,,,,,,,
1509097312,"Digital archive, Geological report by J. S. Newberry and Map by J. N. Macomb from the exploring expedition from Santa Fe, New Mexico, to the junction of the Grand and Green Rivers of the great Colorado of the West in 1849, with descriptions of the Cretaceous fossils collected on the expedition",,,,,,,,,,
2464129288,Folklore and the African-Caribbean narrative imagination : The example of Roy Heath,,,,,,,,,,
2929285625,,Zhu Fangfang,,,,,,,,,
3017760624,Inverted pendulum control with redundancy by freezing model using deep reinforcement learning,,,,,,,,,,
2799362131,,Marcal R F M,,,,,,,,,
2488415018,,California Valley Miwok,,,,,,,,,
2783031954,Соmparative analysis of Siberian regions tax and economic potentials,,,,,,,,,,
16833683,Atypical chest pain: a typical humpty dumpty coinage.,,,,,,,,,,
786702493,,پروین بلورچی,,,,,,,,,
1994571023,Electron transport in GaAs/AlxGa1−xAs heterojunctions at low temperatures,,,,,,,,,,
2549999254,,Naoya Henmi,,,,,,,,,
620863105,Developing an Information Capability. Developing Practioner Survey & Focus Group Findings,,,,,,,,,,
2789336939,"Descripción y análisis de un Programa de Integración Sociolaboral para adolescentes de la Ciudad Autónoma de Buenos Aires, basado en la implementación del dispositivo de empresa social como estrategia de salud mental comunitaria :estudio de caso",,,,,,,,,,
2866913599,Cutting material conveying device and method of cutting material conveying device,,,,,,,,,,
2864722427,,Oldland Hubert C,,,,,,,,,
2243166351,"Génesis, desarrollo y contenido de la espiritualidad medieval",,,,,,,,,,
2361816277,Broadness Is Appropriate And Beneficial——analysis of DengXiaoping's new-era united front grand solidarity thinking,,,,,,,,,,
2142709633,Adaptive state feedback and tracking control of systems with actuator failures,,,,,,,,,,
2934039714,Refreshing and moisturizing Chinese soapberry fruit cleanser,,,,,,,,,,
2241158036,Perencanaan Kebutuhan Tenaga Kependidikan Berdasarkan Analisis Beban Kerja di Lingkungan Perguruan Tinggi (Studi pada Program Pascasarjana Universitas Brawijaya ),,,,,,,,,,
2820671833,Preparation of phosphatic hydroxylamine,,,,,,,,,,
2188654446,A Predicted Interactome for Arabidopsis 1(C)(W)(OA),,,,,,,,,,
111393161,,Thomas N Treese,,,,,,,,,
802187612,Some considerations on priorities in forage species choice for Cape Verde.,,,,,,,,,,
2089427300,The preparation of purified bluetongue virus group antigen for use as a diagnostic reagent.,,,,,,,,,,
1909290928,,Judith Bosibori Bosire,,,,,,,,,
2646503252,Анализ влияния мировых цен на нефть на экономику России,,,,,,,,,,
2819818579,"HEAT RESISTANT AMYLASE DECOMPOSING ACARBOSE, TRANSFERRING ACARBIOSIN-GLUCOSE INTO THE SACCHARIDE RECEPTORS, THE GENE CODING AMYLASE, AND MICROORGANISM PRODUCING AMYLASE",,,,,,,,,,
2717244717,,Neubrand M,,,,,,,,,
2649278748,,H. P. Medina,,,,,,,,,
2374749036,Tests on the Feeding Effect of Extruded Soybean for Weaned Piglets,,,,,,,,,,
2932432750,Machine tool chucking device and machine tool chuck method,,,,,,,,,,
2759782930,MITTEL ZUR VORSORGE UND HEILUNG VON TYP I ALLERGISCHEN KRANKHEITEN,,,,,,,,,,
2525614917,,Byron Harnden Warren,,,,,,,,,
2172297018,,恭子 柿本,,,,,,,,,
1875611380,Sensor For A Header Height Control System,,,,,,,,,,
2781520574,,Karni Kissil,,,,,,,,,
2918147047,Potkorica za broj 1/2014,,,,,,,,,,
1563713995,The cost-effectiveness of pathogen reduction technology as assessed using a multiple risk reduction model.,,,,,,,,,,
2929708078,Threading structure on safety chair and threading method,,,,,,,,,,
197457298,Cum dezactivez Parental Controls în Windows 7,,,,,,,,,,
2870061160,,Seto Nobuhiro,,,,,,,,,
2958781294,Tensile membrane from opening in advance sets up mechanism,,,,,,,,,,
2902284433,,C. Simionescu,,,,,,,,,
2315938963,Wege zur modernen Verwaltung,,,,,,,,,,
2655196778,,Sorin Aldoescu,,,,,,,,,
2412002788,Psychiatry without writing,,,,,,,,,,
2257938928,Social and economic inequalities: Contemporary significance of caste in India,,,,,,,,,,
2427564768,"Income inequality, redistribution and the position of the decisive voter",,,,,,,,,,
2067199758,High-temperature characteristics of SiC Schottky barrier diodes related to physical phenomena,,,,,,,,,,
1990106951,Protective role of caffeic acid phenethyl ester and erdosteine on activities of purine-catabolizing enzymes and level of nitric oxide in red blood cells of isoniazid-administered rats.,,,,,,,,,,
2503740516,,Тарасова Светлана Анатольевна,,,,,,,,,
2138790803,Corporate crime and the ‘Management’ of major hazards,,,,,,,,,,
2820919099,Comprehensive protecting method for high and steep rock slopes,,,,,,,,,,
2416158779,"Concentrated, stable aqueous solutions of diethoxy-(diethoxybenzyl) isoquinoline hydrochloride",,,,,,,,,,
2679298734,,Segovia De Arana Jm,,,,,,,,,
2837532219,Split-type universal hanging bracket for loudspeaker box,,,,,,,,,,
2879564196,,Jeon Chang Kwon,,,,,,,,,
2077299733,The effect of 5-bromodeoxyuridine on the postnatal development of the rat cerebellum: a biochemical study.,,,,,,,,,,
2276929612,La trama de la fajas,,,,,,,,,,
2826745613,LED testing table,,,,,,,,,,
2168193766,,Jinn Gill Choi,,,,,,,,,
2368401828,Simultaneous Determination of L-dopa and Carbidopa in Plasma by HPLC and Its Pharmacokinetics in Men,,,,,,,,,,
2081539145,"Surgical technique for repositioning a dislocated intraocular lens, repair of iridodialysis, and secondary intraocular lens implantation using innovative 25-gauge forceps.",,,,,,,,,,
1538776112,LibGuides: Theatre and Performance Studies Resources: Home,,,,,,,,,,
2618567441,Politička situacija u Međimurju od 1919. do 1929. godine,,,,,,,,,,
2155552285,,J. N. Muniz,,,,,,,,,
386210673,"ユーザ参加型景観サービスに含まれる潜在的プライバシーの保護策(臨場感生成,ユニバーサルメディア,ディジタルエンタテインメント,一般)",,,,,,,,,,
2856542348,Color masterbatch batching equipment,,,,,,,,,,
2075185842,Negative Magnetoresistance Effect of Iron with Varying Impurity Contents,,,,,,,,,,
1919905351,Immunoregulatory functions and expression patterns of PE/PPE family members: Roles in pathogenicity and impact on anti‐tuberculosis vaccine and drug design,,,,,,,,,,
2074774448,The Electronic Structure of the Lanthanide Monohalides: A Ligand Field Approach,,,,,,,,,,
2678199598,,Matthew S. Kilgo,,,,,,,,,
1509168310,Business Rates sectors 2016,,,,,,,,,,
2417705823,Adipose-derived stem cells: current findings and future perspectives.,,,,,,,,,,
2075496555,Corner Store Purchases in a Low-Income Urban Community in NYC.,,,,,,,,,,
2620902174,,Nadine P. Merlo,,,,,,,,,
2998553717,The Hormone of Growth and Hope. The Case of Turner Syndrome,,,,,,,,,,
2010757131,"Anxiety, depression, and quality of life in Turkish patients with glaucoma.",,,,,,,,,,
2117275607,Testing of glass-fiber reinforced composite materials using terahertz technique,,,,,,,,,,
2833944077,"PROCESSO APERFEICOADO PARA PRODUZIR ACIDO NEFTENO-HIDROXAMICO,E PROCESSO PARA RECUPERAR TEORES DE METAL DE UMA SOLUCAO AQUOSA",,,,,,,,,,
2062837087,Identification of endogenous SsrA-tagged proteins reveals tagging at positions corresponding to stop codons.,,,,,,,,,,
2404086215,"Method for manipulating MEMS devices, integrated on a wafer semiconductor and intended to be diced one from the other, and relevant support",,,,,,,,,,
2654113734,,James H. Gramann,,,,,,,,,
2773801311,,مريم حسين علي محمد السادة,,,,,,,,,
2890717151,,Ramji Kamakoti,,,,,,,,,
2622483139,,Marie Rose Moro,,,,,,,,,
2932154504,,Jongin Yang,,,,,,,,,
3025367543,,Telma Medeiros Brito,,,,,,,,,
2591536016,,Sk. Md. Rafiqul,,,,,,,,,
2053259168,Application of servosystems with a step drive to the automation of linear and angular measurements,,,,,,,,,,
2321984038,Aspectos sociais e econômicos da Educação a Distância pela Internet,,,,,,,,,,
2812647135,,Pastors Oyar A,,,,,,,,,
3004742581,,Takahiro Shiihara,,,,,,,,,
2593422856,,Jana Roupcová,,,,,,,,,
2976818720,,Ling Jian,,,,,,,,,
2104389874,,Terry D. Madsen,,,,,,,,,
2500644207,Praktische Tropen- und Reisemedizin: Patientenberatung und Empfehlungen zur Diagnose und Therapie von Tropenkrankheiten,,,,,,,,,,
2789699591,An Application of RapAgRisk (Rapid Agricultural Supply Chain Risk Assessment) Method on Fresh Vegetables for Identifying and Reducing Damage during Delivery to Consumers,,,,,,,,,,
1647969565,Host range mutant of human immunodeficiency virus type 1: modification of cell tropism by a single point mutation at the neutralization epitope in the env gene.,,,,,,,,,,
2353550537,Reform of Accounting Teaching in Colleges and Universities,,,,,,,,,,
3034999008,LDA+Usc calculations of phase relations in FeO,,,,,,,,,,
2835304753,Nicotinic or isonicotin benzothiazole derivatives,,,,,,,,,,
1996489089,Inhibition of ras oncogene: a novel approach to antineoplastic therapy.,,,,,,,,,,
2345423408,Corrigendum: T-cell activation is an immune correlate of risk in BCG vaccinated infants,,,,,,,,,,
2992892770,Hubungan Komunikasi Interpersonal dengan Kepuasan Kerja pada Pegawai Badan Perencanaan Pembangunan Daerah (BAPPEDA) di Tebing Tinggi,,,,,,,,,,
2657460260,,Yan,,,,,,,,,
2782965844,,De Lemos Lima,,,,,,,,,
2662518547,,Li Qian,,,,,,,,,
2888619718,Location-Based Multi-objective Optimization Routing Algorithm for WSN,,,,,,,,,,
1493765636,"Uji Aktivitas Antifungi Senyawa (+)-2,2' Episitoskirin A Dan Nystatin Terhadap Khamir Candida tropicalis LIPI MC 0060",,,,,,,,,,
2319979136,PP-123 A NEOVASCULARIZED LEFT ATRIAL MYXOMA VISUALISED ON CORONARY ANGIOGRAPHY,,,,,,,,,,
333942351,"Kartoteka Słownika Gwar Ostródzkiego, Warmii i Mazur, Pobadować - Podjeść",,,,,,,,,,
2803014551,,Kristen L. Hutchins,,,,,,,,,
2936326311,Christie Owen & Davies v Rapacioli,,,,,,,,,,
2898453514,Detection of Ratcheting in Finite Element Calculations,,,,,,,,,,
1004428253,Evaluación estructural del coro alto de la catedral de Santiago de Bilbao,,,,,,,,,,
2663324703,,Robert Marshall,,,,,,,,,
2911892470,,bertujuan untuk,,,,,,,,,
2332651617,The development of a flash flood severity index,,,,,,,,,,
2828995030,,Espino Samuel Villagómez,,,,,,,,,
2020003061,External and internal exposure to natural radiations inside ancient Egyptian tombs in Saqqara,,,,,,,,,,
2420706061,,R. S. Hamilton,,,,,,,,,
2015128945,Cone structure of hexagonal carbon sheets stacked in wood cell lumen,,,,,,,,,,
2912076359,,Cao Juan,,,,,,,,,
2406369459,,Selmeier Paul,,,,,,,,,
2864299092,"CEMENT ADDITIVE, CEMENT COMPOUND AND POLYCARBOXYL ACID POLYMER",,,,,,,,,,
2768850368,Гибридная экспрессия белков NEISSERIA,,,,,,,,,,
2132301628,,Y. Yazawa,,,,,,,,,
2831317141,Structure of grinding machine,,,,,,,,,,
67408527,"Benicio del Toro: &quot;Si el Che hubiera querido ser escritor, se habría igualado a Cervantes&quot;",,,,,,,,,,
2778106288,La preposizione a e alcuni suoi corrispettivi polacchi : uno studio cognitivo,,,,,,,,,,
76136232,OP-267 夜間頻尿および睡眠の健康関連QOLに与える影響(第95回日本泌尿器科学会総会),,,,,,,,,,
2921621730,,Juan Delgado,,,,,,,,,
1980195330,Aspects anatomopathologiques des malformations artérioveineuses cérébrales,,,,,,,,,,
2671452095,,李萍,,,,,,,,,
2397358319,Diagnosis of colonic tumors and chronic inflammatory colonic diseases by hydrocolonic sonography,,,,,,,,,,
2943351133,,Amit P Sail,,,,,,,,,
2935455326,PLASTICIZING COMPOSITION CONTAINING DI(2-ETHYLHEXYL)TEREPHTHALATE,,,,,,,,,,
817724708,追问女性的生存状态:论玛格丽特·阿特伍德的新作 >,,,,,,,,,,
2392600317,,Huang Mao-xi,,,,,,,,,
566475532,幼児誘拐事件から一年、全小・中学校の道徳を公開へ : 長崎県教委,,,,,,,,,,
759490304,Czy gminy zapłacą kary,,,,,,,,,,
2647857182,,Roger H. Hale,,,,,,,,,
2137101628,Spread-spectrum to combat multipath induced intersymbol interference,,,,,,,,,,
2484213917,,Günther Massenkeil,,,,,,,,,
2159622085,86 Comparative study for the evaluation of a new technology for cystic fibrosis screening,,,,,,,,,,
2597087835,Review of Occupational Heat Stress over the Past 50 Years in Iran,,,,,,,,,,
2185729083,"Biochemical changes in African yam bean, Sphenostylis stenocarpa, (Hochst ex. A. Rich) Harms seeds caused by Botryodiplodia theobromae Pat, Fusarium pallidoroseum (Cooke) Sacc. and Penicillium oxalicum Currie and Thom.",,,,,,,,,,
2600500405,,A. Darlington,,,,,,,,,
638292311,穀物成分間の相互作用とベーカリー食品の品質(29)第5章(2) 加熱中におこる小麦加工食品の変化,,,,,,,,,,
2642238647,,A Demdoum,,,,,,,,,
