patent_id,attorney_sequence,attorney_id,disambig_attorney_organization
9439453,0,6767bae96615619842ccf993069437a2,Brinks Gilson & Lione
4173001,1,b62a16ae93c6cbd45bb8ee21e7632c22,
5871810,1,eb4f361d3528e7274d220fe2646de417,
6292279,0,5f71fe7719511763861428d2c8f70ccd,Dellett and Walters
6779722,0,5f8faf8d0bf3c6dd0279aa443595ff52,Maginot Moore & Beck LLP
5501127,0,a5415a14b6f7e3f02b33987ef4ae5c23,"Bell, Seltzer, Park & Gibson"
8249323,2,7ab4ac540073754e9e86f408ec2b578a,
5630602,0,9328d275e7633636b966f296b4dcac92,"Lennox & Murtha, P.A."
8606116,1,90b6cfd21eed2118ed0105c19e6adc24,
11267412,0,c802ee0502103e88dea70526581d7720,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C."
9955903,0,b960017a901ceb7e9e5c588d3e84cd09,Kilpatrick Townsend & Stockton LLP
7897167,0,1e16e011b0e768f8fc115cca2c811586,Brinks Hofer Gilson & Lione
9416287,0,19327ffc03075890d6bc10462864768f,"Keating and Bennett, LLP"
8264408,0,57c7af1379a74138198cefc524082d74,Locke Lord LLP
3971723,0,6ec30ab29b2d9b894ffac694a1f9f01f,"Sughrue, Rothwell, Mion, Zinn & Macpeak"
8319842,0,7235ce4e2cc6f6d6afdad5b491a43c23,"Cowan, Liebowitz & Latman, P.C."
8658347,0,8ffd02458b84fd1d5b7203bdf4431f03,"Sherr & Jiang, PLLC"
11088946,1,e548c17cbc5c9506efb8dce599deaf3c,
8986964,1,413a0282eccf7b89cdf72dc5e69f9185,
5873425,0,666431f7aa7b06c9492d942543c7a273,Fish & Richardson P.C.
9398819,0,44e8e0320bdf2ed88760458939d35f70,
3994853,0,933e8565b5427e3cf634a1452e238fbb,
11078105,0,6cbd7ebe06678dbcd1313904b9616708,
8140361,0,96935e63d71dfa9db730c9585196a77a,DLA Piper LLP US
4041730,0,343756cafd8ba57687177c863e180993,"Price, Heneveld, Huizenga & Cooper"
4430382,0,243fa70bf07ed1f462727cd00f44acd2,
6701313,0,6f0f1f46aa1597b7670e909fed4691eb,Dykema Gossett PLLC
9897839,0,87cf335930cf98047e70765d2819574b,"Westerman, Hattori, Daniels & Adrian, LLP"
5753812,0,73c3ee85bc12606099a48bddc0e2fb10,
6992036,1,46dce233eedb6d429916b8e7f3c3a1d9,
5360662,2,560eeeff8d7edb9a58f81ade6a8041ee,
6111814,0,fb320967669c7d74b53eda484548e9b1,"Workman, Nydegger & Seeley"
11049405,1,c4d6d148e3e404a1e37ac7c922d15aee,
6440973,2,aaff854e6e09877170c1a2eaa5fffb24,
5453099,0,f7325db57cd80145a9b3eb79c1c09807,
5229302,0,10537d46cd9e438024311a138d3a53ee,"Lowe, Price, LeBlanc & Becker"
8236311,0,cf587676fc4ab9b01a787af810abb3f9,Nelson Mullins Riley & Scarborough LLP
8778605,0,a234863ccc5d44e13ecc289e7c27fa46,"Blakely, Sokoloff, Taylor & Zafman LLP"
D502071,0,10ccbe585e225cf23c7f58ab22c3ec67,
7107623,0,d8f0c9847095caf26b4161a22743706d,
4408672,0,ad1e8affe1453c5ddc4914c7dbd2c8e8,
5496722,0,fc746c6a2a22b9ea9f0d99df0205d677,
10890275,0,196708f3fe339d436578ea4b184b390f,Ostrolenk Faber LLP
9440914,0,06ec12a61dea6e192b15a762610342e8,"Amster, Rothstein & Ebenstein LLP"
10699661,0,d9309e11b1d33d8b5ad183e1738de853,"F. Chau & Associates, LLC"
10337139,1,b35c7122ce4aa39529014b1085fb3739,
7846278,0,95e116af896a0e878459329c59811490,Duane Morris LLP
D622290,0,139d2d63f8096c350e8fa24ad259b3d7,"Muncy, Geissler, Olds & Lowe, PLLC"
10594640,0,09a1689f356bafa871fe8e3466f0ec74,"Cooper Legal Group, LLC"
10126855,0,85951d165cb8a16dac5ceb919a2fafe2,"Paratus Law Group, PLLC"
4306145,2,2e014082a20e734d7af89bd3ac5de1d5,
4644075,0,07806e8856af68595d68ba682b0589b2,
6801425,0,625d08ced6dc24afc859b4bf1241db73,"Harness, Dickey & Pierce, P.L.C."
9622772,0,8679639dfc2e090dd08950cd2c8f3a8a,
7960379,1,aa55238b6957bec66f74bcfcaca1e59c,
10559688,0,d1c54624553926701ab29f4af5913958,Finch & Maloney PLLC
5708973,0,a9729a69dfafebb9c929fba553654645,"Hill, Steadman & Simpson"
4747903,0,0fd53ec263e42d241b3b0388e0125153,"Fleit, Jacobson, Cohn & Price"
4637542,2,6fb945ef9a9be642e0391ae56bf1d0b5,
6188035,0,c0c8f7bdb7ba45d797545175f4df1ab0,"Carr & Storm, L.L.P."
5189529,0,793b44644375b4d5c4aabd512470f9f6,"Finnegan, Henderson, Farabow, Garrett and Dunner"
5023341,2,15dff9b33e1a420a1bc5266dc9bd5d9a,
5673965,0,260bf6d76f7dabf1fd0c405bb70920b6,"Westman, Champlin & Kelly, P.A."
7385264,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
7111177,2,5b0ea205f5ee633e48e994156cdebcd9,
6279548,0,ad784e17ce4eb48c5db58cff8a348d19,
7120116,0,2f8c30f0d1c1a53e657fb9ecdc86d5ff,Fleshner & Kim LLP.
10531790,0,9c376bc8b06ffe9020778e034729861d,"Alphapatent Associates, Ltd"
5101549,0,8bb5b7f0899eb94615957c1bbfa40560,
5210457,0,4f3dee8dde0a90312b97712f9798853c,Cooper & Dunham
5826443,0,ce0aed4609e7774ae1ae8f77829470ec,
5527904,1,c0a129f6fdd5d449137d6810b6147463,
D383237,0,5183001fa4ec9f739deabe08f73db86f,"Watts, Hoffmann, Fisher & Heinke Co LPA"
8507654,0,d22a86bcbb51117dfbc8d44b9d6ce94d,McDonnell Boehnen Hulbert & Berghoff
9314811,0,438e81c8aeb4463294283e7e8b230bdf,GTC Law Group PC & Affiliates
5056972,0,4486c3adc48b909d09ba5b36548597c4,
10503615,0,c72e28fe2393c692496049da4754a2d7,
6925033,0,a15732971bd687fd458986b86ff33bff,
11268143,0,684a7602c570306563eb8fc5fe5a9540,Wilson Sonsini Goodrich & Rosati
10517759,0,d87d8b58672e0fd66f66cd0b2e3c1be0,Knobbe Martèns Olson & Bear LLP
D331512,0,9c0edebe6db009d855797ca61c4d4323,"Hoffman, Wasson & Gitler"
5790916,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
3952629,1,4883a6ea40298c3bc8f8de0b3996804e,
4852691,0,9b32d28a32461bcd5fadb64ba805d0b2,Marks Murase & White
11118436,2,0035870a182f6d323f23be4b8ea364d5,"Arnold & Saunders, LLP"
8867764,0,357cd6687359c09a16d28935c9634b06,ON Law
5355327,0,9a10407262ac94b1535cb9dd4cf518d3,
7700139,0,53defc04f208d46d08ec2a1e0f848b81,
6272307,0,edb551ae21fae89c9ff514dcb00f8a3a,"Fitzpatrick, Cella, Harper & Scinto"
8833772,0,625d08ced6dc24afc859b4bf1241db73,"Harness, Dickey & Pierce, P.L.C."
4749912,0,b8d3ce75f93d5a5fa382452c06a58f06,"Oblon, Fisher, Spivak, McClelland & Maier"
D304122,0,e3c920803b95b513007ea981ded6e7ed,
10852607,1,8ef4f352e4ce07236ece9f4056833a47,
7791919,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
8203929,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
10736854,0,e6f577eb0680dac0003c00a6ed8806c0,K&L Gates LLP
7614306,0,d79f1dbd6d0c044ca6ce65e544ec4193,"Greer, Burns & Crain, Ltd."
10027597,1,14885ed65795827a9dd808d19bf2f300,CRGO Law
PP8372,0,1910defa94caf5de27665d297d08adc4,Foley & Lardner
D250376,0,443a75a0d476451edb7d9e41a82ac1e2,
4647337,0,0a39ac74c3734e03b81fd211891af315,"Biebel, French & Nauman"
RE32103,0,51a26a439a431c7c706e75103ea87e52,"Arnold, White & Durkee"
10393619,0,c257deaea7af52d84a5d415dfb3be58c,Masuvalley & Partners
8399656,0,356959250b46cfb6ea00a45d19a4ef35,Osha Liang LLP
6575460,0,72a69f949df34377b5fff715e87a055a,"Morriss, Bateman, O'Bryant & Compagni"
9678356,1,a2758add70a08176f0d1c01ab9369504,
8478635,1,8c9ee06f2d8cacdb7ea1e0a6ebaf1485,
D655358,0,4951c27737cf65acb91198523941beb5,Senniger Powers LLP
9075366,0,a88fd246be6646185f2275c26003f0ba,"Holtz, Holtz, Goodman & Chick PC"
9835103,1,516f971f9e87078e8423a89b7a8892a1,McCoy Russell LLP
D325963,0,a0c22eb8839478e74e1a39cf4bf142f2,
5593124,0,8b219550dc496461d06040f065dd9d4f,Bucknam and Archer
9398227,0,6ac31c9c3a3a019f09691e4972beb035,"Quinn Law Group, PLLC"
6643674,0,e06c083a639fb851333aa5c79331c848,Morrison & Foerster LLP
8884685,1,060562d2c9b9e3712971786c0aa384b8,
5986774,0,cc2ede9698c00da3a348f899fea23790,"Small Larkin, LLP"
9204540,0,ee3b71f8afd228880512ee6f9b202ee1,"WPAT, PC"
10340100,1,b427f1c5b03dfd35e0ba771e15b67055,
6927067,0,7689b81c65274c498e0bb79ba30e4098,"Mueting, Raasch & Gebhardt, P.A."
D664092,0,196708f3fe339d436578ea4b184b390f,Ostrolenk Faber LLP
10671699,1,3a8dd6263e86579c6450b31d4b5e44d2,
9538286,1,ad698827ba06f2ec0165e22eccdd74d2,"Fountainhead Law Group, P.C."
5960440,0,edd92d11f7bc7bfe2d948d18cc96fa11,"Oliff & Berridge, PLC"
10559987,0,0ce48dd2f7c0bf2168f519915bcc0ca4,Christensen O'Connor Johnson Kindness PLLC
8709259,1,fc4bc0fca4d462dabdc6d6f9ff549165,
4364969,0,c2ed0491fbf7673d9144bd0b7bf5959d,
7141118,0,0d5164154bae57227ccc6e2c4b5dace0,
5392875,1,38e712ae6d93abe89fa6bff20336bc83,
10025528,0,4e1780ade8f2cf0be38f916b0adfef05,Fenwick & West LLP
7776923,1,faed1eda18f024d584ad801f4dcc5561,
10068019,0,c2884f64b0943950e8c1502f6ad12103,Cantor Colburn LLP
7375209,0,3b6b17a98c8f17a89d88452ac14772b2,Connolly Bove Lodge & Hutz LLP
4634068,0,c8720f5d7a6f9165808cf993fd613edc,Steinberg & Raskin
11216007,0,4e1780ade8f2cf0be38f916b0adfef05,Fenwick & West LLP
D815449,0,d0ec2435db8a518d82eeb5cd905c6f39,Cook Alex Ltd.
8078731,0,06a8e99d45c7f98072d1d450d2950ddb,"Park, Vaughan, Fleming & Dowler LLP"
D350283,0,97ca48bde20fbdf15da870ebf38c3b23,
5512271,0,7a093e53dfeb25e0754a107683acd490,Cushman Darby & Cushman
9410769,1,071d8a37702e0c06bbb67d7f288bb2f6,
4397519,0,efd09ae959cf1e1d4761d4038aebf6d7,Salter & Michaelson
8864548,0,2cb4fff0dc0a796bbcbd8ea06c32703d,"Edell, Shapiro & Finnan LLC"
5334704,0,fe373122efcee6a42f50b73e481fadcc,"Oblon, Spivak, McClelland, Maier & Neustadt"
6108554,1,ef928597b04a305d2726f08b8a9858a2,
4170504,0,1852788fa942cc902e60431de54d795a,
5277262,0,4d144c077d8d2a3133c51fda60c851fd,
11041692,0,d02944bc7b01b51802cfc30ecb1f2fd9,
6599176,0,f320bff9b8ad588ef1e014cc79b2e64c,Drinker Biddle & Reath LLP
7123061,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
9598721,1,e91f56da7e5944ac43b8083c6e59df52,
11219340,1,ba26d65653e8f380f69d5945cbd61296,
11250974,0,3462bec2c070f39edabdb0d20d7798cc,
6929540,1,bca6af6cd15a52a372663d266876a4da,
4146376,0,b5b30653a7fb84c50fd28093cd06bf7c,
8119720,0,cc43568edb230a97d66a152762e3aba0,"Summa, Additon & Ashe, P.A."
8102183,2,0674bf47ad8f30853a5f9a72e0a781bf,Fleit Gibbons Gutman Bongini & Bianco PL
9362279,1,29acb2808c0712663c023a20f7fc7bdd,"Heslin Rothenberg Farley & Mesiti, P.C."
10974530,0,f990a212bbe8c6c19710ec74247957be,Dentons US LLP
10382341,0,c861cf62a70d94005a02a1ac3c397e74,"Shumaker & Sieffert, P.A."
5569230,1,4114cd27b5470d71bbee4750f8787bd9,
8413678,0,2a52b981f67a0e5d2452674de130fdb4,Kramer Levin Naftalis & Frankel LLP
11120748,0,4e1780ade8f2cf0be38f916b0adfef05,Fenwick & West LLP
