patent_id,sequence,disamb_assignee_id_20181127,disamb_assignee_id_20190312,disamb_assignee_id_20190820,disamb_assignee_id_20191008,disamb_assignee_id_20191231,disamb_assignee_id_20200331,disamb_assignee_id_20200630,disamb_assignee_id_20200929,disamb_assignee_id_20201229,disamb_assignee_id_20210330,disamb_assignee_id_20210629,disamb_assignee_id_20210930,disamb_assignee_id_20211230,disamb_assignee_id_20220630,disamb_assignee_id_20220929
D914434,0,,,,,,,,,,b27c74e3-7e62-466e-a0c0-f268450cd18c,12a04a3f-1021-40d4-ae3d-65607130a912,313a2b04-c09d-4eb8-ab7f-c246854a8092,744e048a-b3c1-4728-bdbf-83cc933c5748,fc992f46-dbe8-459a-b9b6-f35a5c326c8f,6f2c11d8-8953-4c71-829d-b697d3e9cb4b
6980515,0,org_36sefSi4JKDSTm5sreV5,org_jPC27fv3fhWMPwGQHAFT,org_btJwrDetKHQfEmCX3Mgy,org_sFRs9uia48PNuEtxiOxP,org_7UYEsDEOmBbwoqD3U51R,org_7RV9cw8POZjnhM7VOgjq,org_r5zbKpNrqIUhvLMFSIEo,org_Iyb9Zmg76u6fqOz6mTzj,73824c58-7369-4f97-b7bd-60d7283d5292,267ea370-8a01-4d9b-ae4d-b50b77434ef2,5bfad719-1e42-49aa-91d3-8ddaebc114c5,3648dc8c-a34f-4ff6-8ff4-4886f1a03ddc,d3af9fab-e0c8-4bc0-867a-b8cb1600a5b7,dd2fce0f-ba1f-42d9-b531-c4ec5c7d8801,021c4db7-6c0a-4638-b711-164ca57b2f98
8731274,0,org_6fFh1wp63Q9tvZTGs9Uq,org_ABTmSc93DUDTImHsy2Oj,org_v2n98VzJpFxEGTsvnKQw,org_Uv0qY8jklO8XXEb55M5P,org_Fxo4rJoEXMdQmZLWf6cR,org_cCSEqb3gx8jwIe2AMFQR,org_AEvscZid3qITctWnNgeP,org_MzeoNAGpAVbT388f6KGQ,8c711633-c960-48be-a558-f2ccc2b66105,dd1805d4-8be3-414e-8af6-c0e85c7b6749,08026a48-dde9-48be-9960-6563f3b39084,045a2d45-c4b8-4e14-bc9d-e92188b6b691,84063883-948e-41db-a4ff-5a563f4ebd79,ebe85d52-7aae-4687-81f2-c12f15014c95,be5eb008-dd15-40bb-9757-d8b4a03a31df
D341133,0,org_uRel0lL54ZkrZ47sPabo,org_LMhqUwxLfu0m5GTIRqMY,org_QRkWvJcs9BqZoftTZnDn,org_INW4apKBzxiinzNzob4A,org_Fe5mMLhZSmULMDsGKkVV,org_CMWcoCJWPOfisLWrKvyd,org_RMP0UlWAvgIDGryFJqyg,org_GIJYm25JkBpzL8QbXWiE,8ce109d6-b9e3-4bd5-a20e-9d8b6e214f36,a99e5f6d-35c7-40a2-b2ac-e2e7a6dafa80,8cc5ed0b-d622-4625-bae1-fe8bebe2b878,a07a00fa-f55f-4e6f-8e58-2d7151aa09a3,c0cd1717-8779-40e0-b11a-1f56c069e21e,f2ae8567-f815-4163-a4b6-8d7be59678f6,98908fc3-005e-4aac-b0dc-c68366485fa4
8390678,0,org_vhtWu21o8nVXJPQm82Rg,org_GlCCGnqN8vMZjKjrw0Tq,org_GJGwVjr8dDVpQVeOLjSd,org_JsCdsOxaICVKfa1YTfx3,org_aHCvJ4FiBF8YhP9MeUBV,org_BbAIACMTXltVdP4MCvvJ,org_rlvcWNKGX5o5RI8CkNoO,org_2Y1NeGvFOzUaI4vdkSbB,5718551a-fe57-489d-a94a-9286974683c0,48d6def0-ac34-4da9-8a70-252705e51d86,f6db2935-f67b-4c95-b2c2-829308fe8ae7,f198f462-d85f-4933-8926-65918beaf0ee,4a7adfa5-124c-4f30-96cd-913f300cc381,3ed3f7df-9762-49db-bcf1-603af59d5386,fb456a9d-df2a-4d2d-9144-7a4e4249f2f3
6732306,0,org_y3ZvHGQC5ZjdDKiFtgKg,org_BhFWbZ5cX0tSnPE1cE4T,org_YYjXw90yIG7BOyWjtgLq,org_M8wXyssY0yEqs4vP8RhS,org_NgbjiARHVDDCjHwUt1FI,org_9NsvASHlPPwCV6aXOYWo,org_oDC6AfNVH9E8ICW6FFv8,org_sjWoDwOntzDoBFO9w4nG,1b7df99f-bb3a-4026-a4ab-f5f89558b405,0709110e-5c69-48d1-9564-091497111d3f,bb4c7fe8-3e26-462f-9577-312354d0c603,abbbd04e-a492-458e-bb2b-9691619debb8,e2c0f5ef-0d70-45a1-8048-e8effff576e6,1ff09c18-92ec-4049-88fd-b66a62f24849,ffaffc7a-fd33-427f-9e43-02b6d1c3fe54
7498681,0,org_TDKJMtglASmv6UFjUyFO,org_rOMQ2NUhr8IpleiEK1kD,org_TBeNGgNthUTOPheU23ZX,org_P6ChyEXiQS0kqJ6l5FxN,org_xtPoQq7I6q5KRlXYa8E6,org_CC7A3IpnWar7Zgf0InE9,org_VDNlup7lOzmBeTw4hWeg,org_HxbqnPN14ZHz4bYauASk,f34ff802-fe72-4980-a50e-ba331800f610,acd1bd19-86a4-4081-914c-d167fc055f5d,8b158a6f-6c0d-4e0d-9665-b303ce5cb262,9bcb1607-d7b2-4d0a-8ab2-9dd0a27f8697,af3471c1-79ea-464a-9609-82f97ecc84b8,59a09c9f-0f74-4b3a-888c-e4fce2c5c576,7cf3c164-9357-4d37-9850-64a40fa654d9
8934535,0,org_2Ke0Bfu75OaOOEoeAfbH,org_QDkcX7hzMVrHT5x8h5BW,org_zS01ZawknnnWC0XUcgyB,org_MOnkthAwNFXXiPl031UK,org_f5vi8gImo5nMYSDAR2aU,org_NwtMGob69suAvljpxcx3,org_3oOw9puByjqpYEIIlydV,org_w4xukKrd4EA4yrzC9AqF,6129917c-a93a-41f9-b431-775eb55e1834,d4ac99c2-f8a2-4e04-8e1d-3558f5521fb6,a82bfd5f-88e9-463b-9e98-9068824d8cec,e8f4fbb3-5849-4112-9f6c-e72bb2b80e4c,f46954a4-4e1e-47c2-a0aa-b05936d1df02,6f043441-f8f0-4264-a079-dc79af579ba9,b6b773f1-3cb7-4eb6-8fad-efbeaa8f51c0
7707122,0,org_a9DCXxHfOFJM8sk5SFdj,org_YmPOGcLrchK7lgwekEPV,org_QtFxc1PhEQJGHHOI7Fmn,org_w5YRG2hLtZ0K3k0dSqUp,org_dvUTOyC5QsfxDbxDB3Zt,org_Cqr8ZCCIvW45I0n0rgZE,org_YaQsCnKJLehjHGhPRJSn,org_VEXOKW8BYSmdRd0edFz4,52f89c90-8f4f-48a1-aac5-4e8309606f51,18f1872e-9e8c-4288-b698-b759c213483d,47decec1-860f-4ac1-a517-f3e09f4ff267,e3f8345d-19f9-4212-a985-c645bb8ae8a4,d266c4f0-41cb-46a6-8602-c4afd35a7cd8,121c60eb-3843-4db6-bfc0-11dd4316dd73,d947fd33-6f07-422c-96e3-450a564ac36e
9479994,0,org_UulMAh3i2OjP2SDuNP6W,org_3zHdjcepjyzFdRhF5gle,org_oXO2L2FciTlVfaIroyBG,org_MgRq71pBtRADsmWBeJmj,org_3AFr9m2uSNlCN90qsBmA,org_oUKq1cnePvlLuLY9SiWV,org_e7AvtQ6xNuKpoA23oSel,org_lXIIpo9wGJh62Qr84Mv0,bfae50cc-7412-434f-be7f-c1166a06ad09,a48b39e2-ac45-4b01-b420-6f7c8cba017d,fe5b3737-49aa-46b9-a060-593e929087b5,ae90380d-5ef9-4eaf-a553-6b9174a80333,30189eb8-25a7-4012-b06a-8fafa0e9f9fc,0c447807-8ff4-4d29-af25-62188dc7fe8d,fc3c621b-197c-46a1-8ae9-3a321fb39812
9681890,0,org_wx8Ytmf6DnmI5TfsJ40Y,org_6JWUZjQGTUbEK7v6Kfkq,org_ToI8fc1uKZ7j5eeRW44E,org_184TR3WuXeDoAe6H9zJF,org_CH0jRBF2tTGacJcxOVrY,org_8Aax1N2KrZNm4Qf0sHks,org_NLTmHzcynNsLyLk87UGR,org_1eQg75GfYMxAv1KWNTbv,de8c80f2-e680-4cb7-8dcc-422748dc7e78,5a261904-9510-4813-b683-5633ad7345d9,49050903-5b78-4365-bdeb-3cad39f2b6a1,f993cc5a-2cf4-480d-ab58-14bf263d3719,e44a73a1-6a55-4262-b9e5-a04b9c3d21b3,68388806-2567-42ae-bf6c-9491baccbe49,4e55c8d9-8372-4eec-bc71-f615f4e9ffee
D645897,0,org_dixjJVqq0CuVsuktDdOr,org_MexUfyla0UEAMMjjpbWa,org_5MsruXc8DgaL0iJNxb1Y,org_ruxN5xBeRM83fhkkwFDc,org_NFQra8WMnognN9SbJgdr,org_vS6rcKyc2qN3rFdX0P2K,org_rfV36CBWT1UsSxC1XPXx,org_WNjDWRxiQM6QLIOqXJci,4acf646c-71dd-45a9-8c15-7857453bf6d3,82c38ed9-6270-4b43-ab9a-f52444c00a4f,802e1b9f-b4e7-4295-867a-6db6a2ab117c,302d2c92-ccbb-4c7c-92c3-fc825f8dfacd,62e5b384-4003-42da-8dfb-4d05228f5eaf,8a01a009-b3f4-4c16-8971-b6035d66b027,1deba799-26c1-47cf-81e1-85bc53dd0114
8279230,0,org_hke26dncXOrqlNsMhgUL,org_bqRHYMO5xXHmNLU1U5l2,org_UL1qrqwpruIfBzp57Zr1,org_raZ0v9yKvu7tW4QtYuT0,org_45SWJJ44EV3YTutFGQ9V,org_msy60W6bq3hNMUvK5xpn,org_anaEQMV2Kj8Zn0baxuwF,org_0jkFlR5uSR3K7Ma2EYQN,26efe886-de90-44aa-9732-808915068151,08f90c1f-eb45-43ff-ab7b-77c624735a44,c0cd42d0-23c6-4d99-8f5e-c7b05524a54c,5872b96a-2482-4da3-a525-061e08cf020d,b902f57f-8324-4114-ace6-989e0456dbd7,4dd4f95d-2e4b-401a-af7e-8445cf268344,d1f1b715-a671-4b9b-b176-6d84619fb443
10475175,0,,,,,org_4TMvtPJXmS2b4gOBXWQg,org_ndXyO3Ii2PhF04A8mW2z,org_QPIrYcrlgWI6VAOTLe9f,org_7ef5hyujYsfMvHoIgbF3,c7213c15-0fe4-44dd-95e7-71ae3279b419,40a9941d-f601-4153-8c63-fc5e722266d6,8f6dddb7-c54c-444c-962b-ebe0ce77b228,12118002-d6ad-4230-9d0c-8e29f7c00c06,019462a4-9b5b-4882-8efd-69072a06430d,4d1fddb3-60aa-4b78-9f89-d7189f93bd26,1208d2cb-3829-463e-a21b-960e00a7db14
7717111,0,org_H2TGNrY4figwBNH3372i,org_Qtl4DyJotXehA8cJkBVe,org_VF8Wwv7hin224in0aVxc,org_mdnx7MkvI4r5m3Ez07nC,org_WnBTDsQyri3nqPZjzIjC,org_tbm3S5wPAX7tfdjobLPi,org_PKuQXkxzM3anBGx7k6aY,org_w8GuQMo64dIsqQTl5U1b,e664568e-fa13-421e-95f1-03d13fc638d2,537cea65-651b-4363-9d48-89b26b870e03,b6f9a6ec-3473-4144-ab57-4b6942f90830,afe68018-ec39-4ffd-afa8-df06446935f9,d479a33a-d58f-41de-9558-feddce064eba,5411097f-5267-4d13-bd03-db68cbad37cb,3a176d34-0cbf-470c-86f9-0a8a5db55244
9238692,0,org_89bDpUNBsehJCcot7GrK,org_qrE0NDfVtCiuowZAkKD2,org_ivmTw4JTc29cvZC97jnA,org_vcuf3bjXDGuAh7YNYHk2,org_GnNYAxgEOty6rvqM0XBl,org_vMBxLXxNcmCrILokEhA7,org_IfyD8dOSOHuieLiv94ff,org_BfwlXfT2dy9e0tdh5D4a,f140720b-1468-4bc1-8b6b-bd1cc64a4309,6bb0d7f8-0d62-4485-9447-4abbf765f7e9,3635948d-182a-4f3c-b76d-5475cc1797f6,72de9404-6efe-4f24-97b5-147e14d99d25,301eb228-ac8d-4e5a-a36b-da2680f3dca5,e45da498-bd3b-44f9-b3f9-33d547394b57,baa7963f-fb6a-44c0-8ef0-0e588b226862
9252195,0,org_PNeCy4wONsKKgG2GTLnx,org_kAQX4Jsx7BkwZmy9TU8B,org_8rdlyzsuzE7DxfmRzEhN,org_aR9ks9NulNNX3wKBD04q,org_wVdHh9KGz46hir1dbefv,org_zUfskdCeFS1whUOY5770,org_O4f4L6tlBvqeHbBjRaPd,org_TrI4i0hIawH7Gpr8kkQF,b3c69570-761e-47cb-b5e5-dc7708fa238c,54490ea0-f995-461b-a4d0-39d27e6140f6,b0c3733c-da40-4286-99d8-b43d4e50adf5,91934d2c-d086-43e7-aac1-9a2b494ce48e,579c0c96-1cb7-4c78-a412-14f187d351ef,7b498af8-17a8-4718-966e-6a71728283ff,c754a6a9-31c6-4c8a-bdf9-960361d37ead
5903739,0,org_gVJS8SijNKxUL8qU9LhU,org_CRaGhW3ksNF1TFHM21Ix,org_c77G8K7Z8WkLNDB8aWTq,org_UzRAASFLosMc0oZ9HVAt,org_Bzg6G08L212ToKFILtoO,org_5vJxybZ62dBO9eJFay1u,org_SOioWdVAUWxLCYoUnF3a,org_OIIkwsoicIBRGZ0QDiS8,b582b6f4-8148-4cb5-994f-c808ede7e443,d5614c1e-2c3f-4e85-97e9-0fc5c5e0a5f5,95070492-db5d-4823-9d04-c3bd3afe23ff,b6930fd7-1049-4e50-9215-54cec0dd9fcf,3dbd813c-b0d6-49ef-9fc3-9ba066cd2ed7,ab727ff6-df5d-4471-a9aa-538b1a9d55d9,9fc36b60-6fc4-4edd-bbe3-2561092d8e17
5697474,0,org_r41mnQUDrnIOUInCqyQ2,org_J0etA20zs016P8gAElH5,org_CuS5rG3iTB1PViuZRFKP,org_HGMKSbIv2S71kDuoBiBS,org_l9GyrfNb0dZGG3YRPrSP,org_8rGWv8mX1NDu7GBxSj7O,org_DdhrE1FCAkRl1XlbHrHs,org_uJEH1nKocNtFWxFJwgKv,6403d498-0f78-46f5-887a-01c7b53b73fe,acca76bc-d701-4fb4-84e2-713f5321b017,6c1b53f1-87f9-4cb9-9a0a-ef35cf06c020,7b8260a3-6dff-45c4-9e64-77febf029805,d2a19d33-66d2-41f6-b334-59ac6fa12b30,23660249-ac09-445d-8e0f-a2375aef7112,30f9479c-3f35-45fd-af56-c367eca009b6
8605317,0,org_ZGKGyMmA1KkoJAuRI1CA,org_jcMFnF4MRSJNjmqziFa9,org_c8DSpVhiVMZGf3DvezVe,org_7fE5f5nnY6dbOc3vSaXb,org_YbixH66rMKv0O9rJAd58,org_EhYFPIJEmYQYRoYvsnpy,org_I8UNNgDxhwKZ53LoF9U1,org_WNyhMuYX9ejItylYkbXl,2db2f466-9f6c-4a09-881d-3447b91520ca,75c0b1e0-5484-4e3a-a207-357a1a0e1e80,4f757ff3-ab28-4023-8304-22af165e2e81,57babb0d-1a2a-4b3c-9373-03219cdb615b,0d5e22d3-624f-439b-9473-bfcce1f0a39a,1b6fc2a6-9128-42d7-b4fc-0b8fa04733b5,f774b920-a752-4fac-8736-18f7af101f77
11095896,0,,,,,,,,,,,,f8ba65fe-8cee-4130-ab18-ae97cc1f21cb,c08bdcaa-2331-4fa7-9e90-e5a4a659fc73,9cad7449-c810-41b1-926e-d212445a7ba4,339caa7a-7496-4468-bfa3-908d3d0e24d9
7371352,0,org_0EiFOcypxn1JtcDVzA1w,org_Aex2u7BOfnU7uUzlPBll,org_cCQkOl5eCLdtgFJnJKjX,org_reVPrvOm169EzpqJMEqs,org_8u1MiTJehADFpwDU4yiq,org_mPG43uAEoWBQLGOPRrty,org_078B3Dm3XDt6k0zvjm0j,org_Zq8DwM0xyYIpTgVG3AHe,0f722d32-3c06-4c7d-974a-64141a60bb99,1d5a55e7-7287-4db3-a1cb-7fe1551ab267,62052866-64a2-492b-8926-9fc822bc7875,6a34f776-8fed-4d59-a624-6b99134d88d2,8ddabfef-395b-49e8-815b-abb79f8f7ce7,c897a44a-33d6-428a-b4db-9a3dcede0f2b,c34c5037-5b72-4dae-94da-ed6221df87fb
6498323,0,org_6RxwsNsoQrXzxgnaUpHv,org_OdZj0WIE8R1pujI2HRog,org_WbNqnFg0AUJtKy79aq5V,org_jOl5sK99yInMdUI3HgAr,org_bUaQpcRWvuVFyjhsPQtY,org_zkPmNlWOQrw7SyFh5n9w,org_hwLJ6fVNA9XGBKrR0Hmy,org_1NR39CgH8Uedu1kQ02WS,ea31e83d-5315-46ef-8002-5ed6a6cc9be0,95347b95-15e0-40e5-9f37-a128fed55ec1,c16e9df8-93d9-4411-8069-88998dfa1794,6d263d8d-2a04-4bbe-ad65-2f3ef9f9a99a,df65713d-43ea-4e8e-ba4b-847678582ab3,f7b64894-4ed9-48a9-9e7c-6f5838a884b1,e03ad587-abce-4ef6-b2c7-50ac864d1410
9649872,0,org_dW9KqkWFZ0oPKsJoZ0C9,org_TdAUrvfNE4A9WQVhlLht,org_mKKalYME90fIz2YqCrA7,org_m8lRLR0CECoV9eQgS7Rg,org_ZpIk1gvFIfuwzWSABSDy,org_fSdbwj2KndEBysXEmTOe,org_yp8pXbYvrt8WfVmGpT8P,org_YOn2xReuaNY67nruyWej,7426ae26-24e5-4106-9333-f1ebbea7f955,2a20e4e8-0aa0-4e9b-a055-59766b6a83b9,91d8f0c6-1e9f-4da6-9ac2-40f4ff2f8fdd,22c15df4-33f3-4291-99a0-3922811e5aa2,a285bf2c-b210-4a06-be64-7aa78cb018ee,7689123b-a647-4585-9873-78fbe98fab8e,a326323f-1406-48c3-80a9-a65fc09b36ee
4009347,0,org_nHDsmgSf4EL74tsxvBH0,org_q9Bn28RHhpYrQjKvraAH,org_zZNTGIoMiAE0h87cgYAy,org_XBAWNYiFAFdohdRwHF7I,org_RFt6mgAB796vqYCVj3w8,org_2G2QzuUiAUwznzQuTNDZ,org_P0DqZDi0sNLbo3TOJ1fu,org_07uBf5FCzrTq73SoOqQZ,ee0168d9-bf74-4513-bfbf-e73c933f90e7,a19c7631-96b8-4092-bca4-33d226560a97,7d1f3891-dd8e-4c26-822b-411965e984b9,ca3017d1-264d-47e0-b76f-f91e7cebd260,8fb58dbc-6e3c-4f3e-9b9b-69f3af0bc714,4709c1bf-4984-40ac-b285-1b1ed2138c93,7fc86005-eb2b-49f4-93da-79ff3679f422
4026654,0,org_G2NHDzM9FGCUBwzwFeNW,org_h1kbAbq2LwuXxEUdpUTX,org_YOcv0pwh9JhWxXEGWxcb,org_M21AKy2G0CvFpHkBJMkD,org_uHoPca4ymr9XlNTC2OH8,org_3UbyvhO1oxCbL7kkLqV8,org_o9zEWFMgFLaYpZ3T5inM,org_sAoPlpCQMjI1VxnFAVUi,c743f644-6e9e-4771-ae33-f5b99cd25b3e,0b3860ce-1cd2-4bc4-a637-1df0ab929126,38efca73-1eea-4cf3-9adc-71f711a7f91f,5144a6b0-bd31-4a28-bfe7-72ff2cde8c58,f86b8117-72a4-452c-a7fa-6a2b0e69e62f,10ecb715-affd-4d83-82b7-ac92330fdc2b,730e7337-27a9-4490-a15e-085953ea3648
11030299,0,,,,,,,,,,,95cc9863-5637-4798-b1dc-c51368eaaeee,1c20e43e-ca84-4370-beb1-d8cab34ace84,46a709ef-6537-4f68-962f-b2e94610ee4d,b55f899e-df1d-4e01-b086-ac3a7fa3477a,2e81597d-b190-4843-a738-b60d9a9d1d77
5629342,0,org_c4uzKbuiPW4Wb7lA3Jr7,org_vK1SzBn9vIYvwQsWLlcy,org_GO2l7Jy0ghX3ohXF9NIX,org_6ItzezguvOTS8uCB9LFL,org_0aqYioWGyXSXJiIrVqYP,org_IzE7eqPQDM1Zg1coSbF3,org_Axn7KEVwDLgUZV2Zdu1p,org_rTEH3vSK0YTOW7uvfWhu,b28dd804-e86d-4511-a878-8e9ef1cd5af5,7e9a7eb2-7ae8-4b43-98a0-cba9a3dc064a,af6ef030-f627-4bc8-80a7-65693dfe8bd5,dd3c9a7a-ef51-4e17-ab93-28b155850fe0,6fcf65dd-0b2c-4552-871f-5b12a1c9962d,3ed25242-d71d-4e9a-a1b4-d9f37956ce4f,b0d15587-f646-40c7-af5b-a95475455c1d
6305609,0,org_Z2bxqOOJc9D8zpOga5US,org_cOjXLWSaMLG63okTHiQ8,org_61gyUoVVQyeF60uJoBif,org_pbjnLr78lh7uVtoJJG0T,org_KTlIl15senzd2pQlEblX,org_dGMTUZRzPugjUqwqHufk,org_dfrKvpG0VljUeLSNMx6G,org_6izSRyGu5G8mdgqJQ5y6,69f2ea84-3310-432b-abd4-5252b9182895,2e14e2e9-3544-42a6-b297-1fe9b88afe45,c6124a6c-7de5-4fe6-8df5-a01f4b27d353,8619991c-4b99-41bd-940b-7a8696c153cf,0199a8d7-3908-4214-abc4-5f16ea24c4ee,7f54bf61-2c48-4a06-bb0b-f04660be2d14,44f50050-f4c7-4705-b9a5-5ead8f9d4f7d
