patent_id,priority_claim_sequence,priority_claim_kind,foreign_application_id,filing_date,foreign_country_filed
7025959,3,international,PCT/EP96/03065,1996-07-12,WO
9501010,0,national,2014-148885,2014-07-22,JP
7563316,0,national,103 35 427,2003-08-01,DE
11357944,1,national,551103,2006-11-06,NZ
D533186,0,regional,000288782-0003,2005-02-03,EM
8013060,0,national,10-2005-0042981,2005-05-23,KR
7798818,0,national,96209154 U,2007-06-04,TW
10639253,0,regional,14194402,2014-11-21,EP
D324503,0,,13-09-90-10,1990-09-13,CA
11369333,0,national,201910566051.3,2019-06-27,CN
5235981,0,,90 03916,1990-03-27,FR
6533263,1,,2001-005743,2001-01-12,JP
4550158,16,,9105/80,1980-12-10,CH
9124833,0,national,2012-203537,2012-09-14,JP
9476453,0,national,2010-250179,2010-11-08,JP
3972572,0,,1712/75,1975-02-12,CH
10317717,0,national,2013-059637,2013-03-22,JP
10939856,0,national,JP2015-218343,2015-11-06,JP
6931508,0,national,2001-399389,2001-12-28,JP
10753600,0,national,1509651.4,2015-06-03,GB
5251553,0,,4017812,1990-06-01,DE
4363733,0,,78 36644,1978-12-28,FR
5526134,0,,1-47881,1989-02-28,JP
6820200,0,,9-112179,1997-04-30,JP
5775413,0,,7-262534,1995-09-14,JP
9577295,0,national,10-2014-0080658,2014-06-30,KR
7704115,0,national,2004-227516,2004-08-04,JP
11317406,0,national,201910141796.5,2019-02-26,CN
4154744,1,,51-123627,1976-10-14,JP
5856871,0,,110466,1994-07-26,IL
7221864,0,national,P2003-347320,2003-10-06,JP
D771821,0,regional,001406441,2014-03-19,EM
6345839,0,,9-003430,1997-01-13,JP
6967025,0,regional,00100258,2000-01-18,EP
9563008,3,national,10-2010-0092942,2010-09-24,KR
5615210,0,,6-001368,1994-01-11,JP
D733544,12,regional,002192724-0011,2013-02-27,EM
6236045,0,,97 16339,1997-12-23,FR
9553814,0,national,10-2011-0141389,2011-12-23,KR
7940752,0,national,10-2006-0033707,2006-04-13,KR
6544354,4,,9-258834,1997-09-24,JP
8704849,0,national,2008-172645,2008-07-01,JP
7831102,2,national,10-2006-0037773,2006-04-26,KR
5159586,1,,60-110271,1985-05-24,JP
5302186,0,,9009404,1990-04-26,GB
6929288,0,national,2001-387366,2001-12-20,JP
8557147,0,national,2010 1 0215774,2010-06-30,CN
10016916,0,national,0806816.5,2008-04-15,GB
4990768,0,,63-147910[U],1988-11-11,JP
7784706,1,national,2000-176472,2000-06-13,JP
10383771,0,national,2011 70655,2011-11-28,DK
7874647,0,national,2005-292537,2005-10-05,JP
6400474,0,,2000-122418,2000-04-18,JP
6858072,0,regional,2000-033129,2000-02-10,EP
6249092,0,,10-277494,1998-09-30,JP
6103654,0,,97 02328,1997-02-25,FR
5497776,2,,6-130474,1994-06-13,JP
10900688,1,national,2016-015305,2016-01-29,JP
5097366,0,,1-78031[U],1989-06-30,JP
11286078,0,national,JP2016-042590,2016-03-04,JP
11420345,0,national,JP2019-098408,2019-05-27,JP
5142640,1,,63-174125,1988-07-12,JP
4428051,0,,54-144463,1979-11-09,JP
5457943,0,,40 22 196.2,1990-07-12,DE
10568269,0,national,2012/0427,2012-06-22,BE
5302044,0,,91 08592,1991-07-09,FR
7726564,0,regional,07002217,2007-02-01,EP
10126233,1,national,1200031.1,2012-01-03,GB
9550119,0,national,2013 1 0113126,2013-04-02,CN
6489431,0,,10-290890,1998-10-13,JP
7633138,0,national,2005-234676,2005-08-12,JP
5466901,1,,5-25135,1993-05-14,JP
8619434,0,national,20 2008 001 968 U,2008-02-13,DE
6749274,0,,2406427,2002-10-03,CA
5805389,0,,7-243096,1995-09-21,JP
4876802,0,,4465/83-1,1983-12-21,AT
11253674,0,regional,17152298,2017-01-19,EP
4619983,0,,55-183780,1980-12-26,JP
5568856,0,,9226117,1992-12-15,GB
10991340,0,national,JP2016-163833,2016-08-24,JP
7312652,0,national,10 2004 004 775,2004-01-30,DE
8316065,0,national,2009-104644,2009-04-23,JP
5213890,0,,2-219601,1990-08-21,JP
5925974,1,,9-038351,1997-02-05,JP
4927129,0,,04503/87,1987-11-19,CH
4503647,0,,3203684,1982-02-04,DE
5163628,0,,4008448,1990-03-16,DE
10525564,0,national,2015-180502,2015-09-14,JP
11215820,2,national,JP2017-013687,2017-01-27,JP
7583775,0,national,2002-236504,2002-08-14,JP
7493786,0,national,10-2003-0017072,2003-03-19,KR
10875954,0,national,15 63001,2015-12-21,FR
7294499,1,national,2003 00689,2003-05-07,DK
D780176,0,national,30-2014-0023204,2014-05-09,KR
7435669,0,national,10-2003-0100513,2003-12-30,KR
10869928,0,national,1150371,2011-04-28,SE
11283955,0,national,JP2019-068836,2019-03-29,JP
D818490,0,national,30-2016-0003329,2016-01-22,KR
6938449,1,national,2003-178935,2003-06-24,JP
8333590,0,national,9802571,1998-07-17,SE
9275729,0,national,2014-013830,2014-01-28,JP
6583265,0,,98110761,1998-06-12,EP
9409338,0,national,2011-127573,2011-06-07,JP
9716231,0,national,2010-007312,2010-01-15,JP
6479480,0,,9816263,1998-07-24,GB
D549262,1,national,2003-035554,2003-11-28,JP
9386314,1,national,10-2011-0006393,2011-01-21,KR
7023539,0,national,102 35 537,2002-08-03,DE
11097610,0,national,10-2017-0067489,2017-05-31,KR
5924864,1,,197 45 245,1997-10-13,DE
5219038,1,,2-238245,1990-09-07,JP
4806442,1,,60-158743,1985-07-17,JP
4883978,0,,62-68254,1987-03-23,JP
11090012,1,national,201910105242.X,2019-02-01,CN
4722262,0,,3318618,1983-05-21,DE
9757938,0,national,2012-247461,2012-11-09,JP
7695428,0,national,2004-096453,2004-03-29,JP
8146884,0,national,20065298,2006-05-08,FI
10218918,0,national,2014-103525,2014-05-19,JP
4755378,0,,8520664,1985-08-17,GB
6449138,0,,TO98A0398,1998-05-12,IT
4571434,0,,57-107620,1982-06-24,JP
6782032,0,,2001-158785,2001-05-28,JP
10506590,0,national,10-2013-0090180,2013-07-30,KR
4641921,0,,3413374,1984-04-10,DE
6844275,0,national,2000-270238,2000-09-06,JP
8602524,0,national,2011-194071,2011-09-06,JP
10212109,0,national,2013 1 0728597,2013-12-25,CN
4431014,1,,56-20905,1981-02-17,JP
7508873,0,national,10-2005-0041101,2005-05-17,KR
6652167,1,,2000-81480,2000-03-23,JP
9701425,1,national,10-2013-0125151,2013-10-21,KR
11016612,0,national,10-2016-0164515,2016-12-05,KR
6893677,0,national,2002-081290,2002-03-22,JP
7315317,0,national,2004-091066,2004-03-26,JP
5684634,0,,9304944,1993-03-11,GB
7215368,0,national,2002-104030,2002-04-05,JP
5176829,0,,88939,1989-01-12,IL
5641495,0,,6-253187,1994-10-19,JP
4866368,0,,8721759,1987-09-16,GB
10367293,0,national,2018-018859,2018-02-06,JP
9357201,1,national,10-2011-0051159,2011-05-30,KR
6598367,0,,10-022750,1998-01-20,JP
4393886,0,,6688/80,1980-09-05,CH
4647055,0,,85 04966,1985-04-02,FR
7786746,1,national,2004-172099,2004-06-10,JP
10243303,0,national,2016 2 1258379 U,2016-11-23,CN
8642967,0,national,2011-038954,2011-02-24,JP
10642138,2,national,2017 1 0879799,2017-09-26,CN
6370846,1,,197 33 604,1997-07-29,DE
4885156,0,,862881,1986-07-08,FI
6031954,0,,8-095879,1996-03-27,JP
5885742,0,,5-258491,1993-10-15,JP
10586834,0,national,2018 1 0010723,2018-01-05,CN
10553378,0,regional,16162355,2016-03-24,EP
4398267,0,,54-160522,1979-12-11,JP
6333103,0,,10-330203,1998-11-05,JP
4139182,0,,50-159756[U],1975-11-26,JP
6478429,0,,10-309071,1998-10-29,JP
6662954,0,,100 30 037,2000-06-17,DE
7728699,0,national,2006-265610,2006-09-28,JP
7064731,0,national,00 10922,2000-08-25,FR
7291220,1,national,2005-012621,2005-01-20,JP
9527316,1,national,2016-004162,2016-01-13,JP
4201463,2,,52-70076,1977-06-14,JP
6433064,0,,198 58 706,1998-12-18,DE
5908993,0,,8-203796,1996-08-01,JP
7680593,0,national,2006-57178,2006-03-03,JP
8939878,1,national,2008-160602,2008-06-19,JP
4042178,0,,2503121,1975-01-25,DT
5041777,0,,3932776,1989-09-30,DE
9106832,0,national,2011-195059,2011-09-07,JP
9726675,0,national,10 2006 060 112,2006-12-20,DE
8752693,0,national,10 2009 055 301,2009-12-23,DE
5851681,0,,5-054318,1993-03-15,JP
7056726,0,national,01 01248,2001-01-30,FR
7214752,0,national,197 20 288,1997-05-15,DE
D872990,0,regional,004752574-0001,2018-03-13,EM
D825093,12,regional,003 059 211-0013,2016-04-07,EM
D346839,0,,3-10692,1991-04-11,JP
11218600,0,national,JP2019-137835,2019-07-26,JP
4965259,0,,6170/87,1987-12-31,HU
5977410,0,,7-275630,1995-10-24,JP
9274886,0,national,10-2013-0080212,2013-07-09,KR
5767611,0,,7-112381,1995-04-12,JP
10511184,0,national,2015 1 0907791,2015-12-09,CN
9905814,0,national,2016-000096,2016-01-04,JP
9340728,1,national,2009-201155,2009-08-31,JP
5600816,0,,9226725,1992-12-22,GB
9093690,0,regional,07021539,2007-11-06,EP
10889889,0,national,2015-164631,2015-08-24,JP
3943341,0,,16838/73,1973-04-09,UK
6410055,0,,9518465,1995-09-09,GB
11046761,1,national,20165336,2016-04-18,FI
11149095,1,national,201710794872.3,2017-09-06,CN
8985205,0,national,2688937,2009-12-21,CA
D802723,0,national,2015-026515,2015-11-27,JP
4817065,1,,60-138407,1985-09-10,JP
6915655,0,national,P10-2003-0002452,2003-01-14,KR
10399891,0,national,10-2016-0016890,2016-02-15,KR
9496970,0,national,3325/CHE/2010,2010-11-08,IN
10424513,0,national,10-2017-0156422,2017-11-22,KR
4201301,0,,40040 A/78,1978-03-14,IT
6326823,0,,11-225976,1999-08-10,JP
7305995,0,national,2002-216105,2002-07-25,JP
7192695,2,national,2003-119513,2003-04-24,JP
D505848,0,national,0311535,2003-09-18,HK
6741781,0,,2000-301062,2000-09-29,JP
5030149,0,,1-99044[U],1989-08-28,JP
D613596,1,regional,001127021-0002,2009-04-16,EM
9808032,0,national,2013-204190,2013-09-30,JP
8768006,0,national,3084/CHE/2010,2010-10-19,IN
5754757,1,,9319058,1993-09-15,GB
4369174,0,,54-82257,1979-06-28,JP
7046215,1,national,9917582,1999-07-28,GB
6031959,1,,P05-263311,1993-10-21,JP
6225926,0,,10-165416,1998-06-12,JP
4161314,0,,51/67981[U],1976-05-26,JP
10646808,0,national,10-2016-0023663,2016-02-26,KR
8570010,0,national,98139339 A,2009-11-19,TW
7521750,0,national,10-2004-0086765,2004-10-28,KR
5634533,1,,PN92A0072,1992-09-28,IT
6857364,0,national,101 15 874,2001-03-30,DE
11180150,0,national,10 2016 205 972.6,2016-04-11,DE
9331254,0,national,2011-177324,2011-08-12,JP
6622262,0,,11-003943,1999-01-11,JP
7078480,0,national,195 31 173,1995-08-24,DE
4904675,0,,8702890,1987-02-10,GB
4381925,0,,1754/80,1980-04-01,AT
D445704,0,,12-004315,2000-03-01,JP
9469761,0,national,2011-007131,2011-01-17,JP
4022299,0,,50-19627,1975-02-17,JA
6651011,3,,2000 00675,2000-04-26,DK
7630416,0,national,10-2005-0105068,2005-11-03,KR
7710621,0,national,2006-058190,2006-03-03,JP
8520282,0,national,2007-330956,2007-12-21,JP
9190449,0,national,2012-033366,2012-02-17,JP
11005899,0,national,201310342761.0,2013-08-07,CN
5581281,0,,4-210833,1992-07-14,JP
4701892,0,,502228,1986-02-19,CA
9508717,0,national,2014 1 0363404,2014-07-28,CN
9249197,2,national,0211025.2,2002-05-14,GB
9227112,0,national,2008-275984,2008-10-27,JP
6502866,1,,11-180980,1999-06-28,JP
11203763,0,national,2010-224225,2010-10-01,JP
7611970,0,national,2006-287897,2006-10-23,JP
7399108,0,national,2004-304975,2004-10-19,JP
11167170,0,national,18 54115,2018-05-17,FR
10620007,0,national,2015-132696,2015-07-01,JP
4673462,0,,820776,1982-03-05,FI
4761828,0,,3447282,1984-12-24,DE
11049563,0,national,202010139681.5,2020-03-03,CN
6969128,1,national,2003-305841,2003-08-29,JP
8937305,1,national,2011-233278,2011-10-24,JP
10410596,0,national,105110622 A,2016-04-01,TW
7798007,0,national,10 2005 027 035,2005-06-10,DE
4571727,2,,55-39717,1980-03-27,JP
7764044,0,national,2004-228021,2004-08-04,JP
5571719,0,,91610024,1991-03-27,EP
6899821,1,national,10-351188,1998-12-10,JP
11286165,1,national,JP2016-174571,2016-09-07,JP
5082778,1,,8630255,1986-12-18,GB
5060632,7,,2-105824,1990-04-20,JP
5721020,1,,8-064054,1996-03-21,JP
6479248,0,,195 36 166,1995-09-29,DE
10451502,0,national,15 62370,2015-12-15,FR
10445635,0,national,2015-151742,2015-07-31,JP
6139796,0,,9502812,1995-08-11,SE
7225480,0,national,MI2003A1724,2003-09-08,IT
6597103,0,,99204471,1999-12-22,EP
3963563,0,,2306959,1973-02-13,DT
5250223,0,,22307 A/89,1989-11-08,IT
6766059,0,,11-258474,1999-09-13,JP
5462943,0,,40 02 466.0,1990-01-28,DE
6209414,0,,10-181609,1998-06-12,JP
10779471,0,national,102015000022912,2015-06-11,IT
9348158,0,national,2010-143905,2010-06-24,JP
9282942,0,national,10 2012 212 136,2012-07-11,DE
11390336,0,national,2018/07042,2018-05-18,TR
6062373,0,,8-358793,1996-12-27,JP
10389921,1,national,2015-171551,2015-08-31,JP
7463287,0,national,P. 2002-219843,2002-07-29,JP
5346335,0,,97746,1991-04-02,IL
7215465,0,national,2004-240290,2004-08-20,JP
4863377,0,,1373/86,1986-04-08,CH
6242687,0,,97201856,1997-06-18,EP
9026025,0,national,2013-104181,2013-05-16,JP
10270417,0,regional,15161447,2015-03-27,EP
8971724,0,national,2012-059715,2012-03-16,JP
5715261,0,,93 06624,1993-05-28,FR
11200928,0,national,10-2018-0003172,2018-01-10,KR
6010378,1,,7-038161,1995-02-27,JP
7199820,0,national,2001-035847,2001-02-13,JP
7654435,0,national,2005-121088,2005-04-19,JP
6070325,0,,8-310101,1996-11-05,JP
9780219,0,national,2012-161688,2012-07-20,JP
9418694,4,national,2003-309693,2003-09-02,JP
7906168,2,national,2007-215809,2007-08-22,JP
7874653,0,national,2008-050891,2008-02-29,JP
11359523,0,national,1703798,2017-03-09,GB
8614239,0,national,3019/CHE/09,2009-12-08,IN
10413856,0,national,2016-190111,2016-09-28,JP
8079420,0,national,0501190,2005-05-26,SE
D526600,5,national,4 05 01 310,2005-03-08,DE
5052991,0,,1-99277,1989-04-19,JP
8396340,0,national,2007-299734,2007-11-19,JP
9181198,3,regional,11160738,2011-03-31,EP
5018186,0,,63-96913,1988-04-21,JP
9342822,0,national,2013-224372,2013-10-29,JP
10600585,0,national,10 2016 214 221,2016-08-02,DE
10586337,1,regional,16306861,2016-12-30,EP
6045015,0,,1026/97,1997-04-30,CH
5669084,0,,7-306403,1995-11-01,JP
4393342,0,,55-174593,1980-12-12,JP
5950589,0,,197 06 893,1997-02-21,DD
10782845,0,regional,15150032,2015-01-02,EP
9385808,0,national,10-2011-0148013,2011-12-31,KR
6255299,0,,8500310,1985-01-07,DK
6202720,0,,198 19 125,1998-04-29,DE
7439005,1,national,2004-353485,2004-12-07,JP
6601448,0,,99 05986,1999-05-11,FR
7268177,0,national,02 04780,2002-04-17,FR
6919090,0,national,100 18 370,2000-04-14,DE
9654228,0,national,2014-213892,2014-10-20,JP
D619959,1,national,2005-025528,2005-09-02,JP
9924226,0,national,2015 1 0290508,2015-05-29,CN
10516897,3,national,10-2011-0125353,2011-11-28,KR
7505398,0,national,P2000-272238,2000-09-07,JP
7416028,0,national,MI2002A0853,2002-04-22,IT
8970904,0,national,2012-068101,2012-03-23,JP
6140378,0,,9-230017,1997-08-26,JP
7786121,1,national,0328632.5,2003-12-10,GB
10585590,0,national,2018-058610,2018-03-26,JP
10976954,0,national,201811280009.7,2018-10-30,CN
6216013,1,,9425836,1994-12-21,GB
11400413,0,national,FR1757639,2017-08-10,FR
6213078,3,,7-339373,1995-12-26,JP
10804086,0,national,2017-233055,2017-12-05,JP
7574477,0,national,2002-368853,2002-12-19,JP
6645862,0,,100 60 697,2000-12-07,DE
11100880,0,national,108148657,2019-12-31,TW
10103560,0,national,105141088 A,2016-12-12,TW
7644174,1,national,10-2006-0064584,2006-07-10,KR
6334430,0,,11-297177,1999-10-19,JP
5454050,2,,2-6647,1990-01-16,JP
10726474,0,national,2015 1 0982403,2015-12-23,CN
10019156,0,national,10-2015-0097358,2015-07-08,KR
6821175,0,,9722258,1997-10-22,GB
9137603,0,regional,02076588,2002-04-22,EP
D351370,0,,104/93,1993-03-18,IE
11139566,0,national,108143909,2019-12-02,TW
6148107,0,,96 10878,1996-09-06,FR
10817762,0,national,2019-057420,2019-03-25,JP
10471694,0,national,2016-013298,2016-01-27,JP
4116864,4,,50-69862,1975-06-10,JP
7492141,0,national,10-2006-0030334,2006-04-04,KR
11397103,0,regional,18155367,2018-02-06,EP
9276377,0,national,2010-062220,2010-03-18,JP
D561711,0,national,095306823,2006-12-08,TW
9092595,25,national,102 41 812,2002-09-06,DE
6917771,0,national,10-2002-0055479,2002-09-12,KR
5226337,1,,3-081959,1991-03-19,JP
11226669,0,national,201810573861.7,2018-06-06,CN
9711864,0,national,10-2011-0083212,2011-08-22,KR
6045979,0,,94200976,1994-04-12,EP
6312796,0,,10-320644,1998-11-11,JP
8264549,0,national,2008-329218,2008-12-25,JP
9230426,0,national,10-2008-0069044,2008-07-16,KR
11107869,0,national,10-2018-0076703,2018-07-02,KR
9692527,0,national,10-2015-0161929,2015-11-18,KR
6291398,1,,9-016006,1997-03-14,JP
4780376,1,,60-78152,1985-04-12,JP
7372555,0,national,2004-015718,2004-01-23,JP
9820436,0,national,2013-067032,2013-03-27,JP
4065398,1,,44624/73,1973-09-24,UK
7865027,0,national,10-2004-0090893,2004-11-09,KR
4242848,0,,7706076,1977-05-24,SE
8910973,0,national,10 2010 023 478,2010-06-11,DE
5023728,1,,63-256330,1988-10-11,JP
6728404,1,,3-247478,1991-09-26,JP
11255784,0,national,10 2018 126 183.7,2018-10-22,DE
8385825,0,national,P2008-250842,2008-09-29,JP
6371680,0,,9919250,1999-08-13,GB
8189060,0,national,2009-022962,2009-02-03,JP
8744231,0,national,10-2008-0098111,2008-10-07,KR
8546968,0,national,2004-055515,2004-02-27,JP
8073567,0,national,2008-022027,2008-01-31,JP
5147788,0,,8810808,1988-05-06,GB
5918886,0,,8-262243,1996-08-27,JP
5629550,0,,6-207588,1994-08-31,JP
9381473,0,national,10 2011 102 734,2011-05-20,DE
8711277,0,national,10 2006 013 164,2006-03-22,DE
8424601,0,national,2665747,2009-05-12,CA
11307673,0,national,10-2016-0114012,2016-09-05,KR
8396393,0,national,2005-376113,2005-12-27,JP
7838661,2,regional,02016772,2002-07-26,EP
10094983,0,national,2015-019449,2015-02-03,JP
5926863,0,,5-79453,1993-04-06,JP
8683533,0,national,P2008-204742,2008-08-07,JP
10509145,0,national,10-2015-0144132,2015-10-15,KR
4987128,0,,86 02510,1986-02-24,FR
4110915,0,,75 38049,1975-12-12,FR
4655397,0,,70646,1984-01-09,IL
9671762,0,national,2015 1 0567543,2015-09-08,CN
11029090,0,national,JP2016-060830,2016-03-24,JP
11131118,0,national,2015903591,2015-09-02,AU
9875412,0,national,2014-023618,2014-02-10,JP
D413505,0,,4328/96,1996-12-19,AU
10203799,0,national,10-2015-0130593,2015-09-15,KR
4369675,0,,7811192,1978-11-13,NL
4853386,0,,3529497,1985-08-17,DE
7211472,0,national,103 45 391,2003-09-30,DE
6806763,0,,2001-36883,2001-06-27,KR
D509588,0,regional,47741,2003-07-03,EM
10286075,0,national,1506381,2015-04-15,GB
5063117,2,,1-49177,1989-03-01,JP
4330536,1,,6972/80,1980-09-17,CH
4393314,0,,2949066,1979-12-06,DE
8883405,0,national,2011-283993,2011-12-26,JP
8437574,0,national,2009-089360,2009-04-01,JP
8064799,0,national,2008-249589,2008-09-29,JP
4389761,0,,2946509,1979-11-17,DE
5654339,0,,42 26 615.7,1992-08-07,DE
11093108,0,national,201910632023.7,2019-07-12,CN
7233224,0,national,10 2004 036 139,2004-07-26,DE
8980886,0,regional,10166062,2010-06-15,EP
4996459,0,,57-191203,1982-10-29,JP
4302136,0,,52-73136,1977-06-20,JP
5573498,0,,9106717,1991-03-28,GB
9015144,0,national,2011 1 0207897,2011-07-22,CN
7093405,0,regional,02425064,2002-02-08,EP
5792962,0,,94 08380,1994-07-05,FR
9410154,2,national,2010 1 0521972,2010-10-28,CN
9608410,0,national,2014-227734,2014-11-10,JP
6896309,0,national,2002-247406,2002-08-27,JP
6288250,0,,9800932,1998-03-20,SE
RE33606,0,,61-67824,1986-03-25,JP
3950327,0,,13677/72,1972-09-19,CH
10105623,0,national,1315050.3,2013-08-22,GB
4117340,0,,51-69103,1976-06-11,JP
11229551,0,national,10 2015 2121 877.6,2015-07-09,DE
8909086,0,national,2011-145529,2011-06-30,JP
8891846,0,national,10 2010 013 681,2010-04-01,DE
10673366,0,national,2017-192661,2017-10-02,JP
6151240,0,,7-158521,1995-06-01,JP
6933911,2,national,P2002-210070,2002-07-18,JP
8260105,0,national,2008905554,2008-10-28,AU
6046095,0,,8-029652,1996-02-16,JP
9542142,0,national,2014-222666,2014-10-31,JP
5775857,0,,43 44 042.8,1993-12-23,DE
11263908,1,national,20181103,2018-08-23,NO
10081042,0,national,2013-169138,2013-08-16,JP
4484887,0,,790986,1979-11-29,SE
4299631,0,,14313/79,1979-04-24,GB
4801195,0,,60-15193,1985-01-29,JP
9293265,0,national,10-2014-0120977,2014-09-12,KR
10267470,0,national,2017-122320,2017-06-22,JP
6766787,0,,0000767,2000-03-08,SE
5151553,0,,63-149521[U],1988-11-16,JP
6544931,0,,199 33 936,1999-07-20,DE
8710000,1,regional,08161557,2008-07-31,EP
9589222,0,national,2015-030513,2015-02-19,JP
4424429,0,,56-147545,1981-09-16,JP
7607292,0,national,2005-261895,2005-09-09,JP
5376702,0,,4033319,1990-10-19,DE
8314755,0,national,2007-158254,2007-06-15,JP
7202817,0,national,2003-085516,2003-03-26,JP
11383685,0,national,10 2018 215 476.7,2018-09-12,DE
8115803,0,national,10-2006-0054971,2006-06-19,KR
5548239,0,,5-142721,1993-05-21,JP
5224287,1,,6036/89,1989-11-30,DK
5686371,0,,9119234,1991-09-09,GB
8576871,0,national,2007 1 0036246,2007-01-08,CN
11398566,0,national,201810405244.6,2018-04-29,CN
6032641,0,,10-141691,1998-05-22,JP
7983447,0,national,2006-049482,2006-02-27,JP
6626390,0,,199 61 115,1999-12-17,DE
7686380,1,national,2006-327126,2006-12-04,JP
6308666,0,,97 11294,1997-09-11,FR
5439876,0,,88108908,1988-06-03,EP
9390495,0,national,10-2012-0047125,2012-05-03,KR
10056667,2,national,2013-128827,2013-06-19,JP
4057635,0,,24513/73,1973-05-23,IT
4020203,0,,7056/74,1974-05-22,CH
6374372,0,,97-45817,1997-09-04,KR
4556768,1,,58-3159[U]JPX,1983-01-12,JP
11215345,0,national,102018000003531,2018-03-14,IT
7844104,0,national,102 44 275,2002-09-23,DE
5294709,1,,1-46845,1989-02-28,JP
8231359,1,national,10 2007 032 103,2007-07-10,DE
5096641,0,,8601779,1986-07-08,NL
9021624,0,national,2009 2 0154685 U,2009-05-19,CN
7677487,0,national,10-2005-0038512,2005-05-09,KR
D279001,0,,57-40205,1982-09-03,JP
5929012,0,,95870018,1995-02-28,EP
6277346,1,,5-291212,1993-10-26,JP
5949924,3,,8-044972,1996-03-01,JP
6458893,0,,2000-223021,2000-07-24,JP
6660066,0,,2002 00418,2002-03-16,DK
5500238,0,,9200108,1992-01-31,BE
6291599,0,,087120767,1998-12-14,TW
9910312,0,national,10-2015-0117865,2015-08-21,KR
5189589,0,,3931921,1989-09-25,DE
7156426,0,national,101 25 991,2001-05-29,DE
8465666,1,national,2009-286123,2009-12-17,JP
10834624,1,national,10-2018-0116598,2018-09-28,KR
4187564,0,,227.650[U],1977-04-04,ES
4244572,0,,53-68152[U],1978-05-19,JP
6513426,0,,2000-056116,2000-03-01,JP
9762477,0,national,2014-138577,2014-07-04,JP
8543317,0,national,1006690.0,2010-04-21,GB
5861052,0,,935853,1993-12-23,FI
D572761,0,national,2007 3 0003883,2007-02-06,CN
4646757,0,,3415708,1984-04-27,DE
4776137,1,,3317915,1983-05-17,DE
10733438,0,national,2018-181951,2018-09-27,JP
7542496,0,national,2006-305133,2006-11-10,JP
4370013,0,,54/121728[U],1979-09-05,JP
9025203,0,national,2013 1 0339713,2013-08-06,CN
8857793,0,national,10-2011-0038743,2011-04-26,KR
6742209,0,,2000-61660,2000-10-19,KR
10644318,1,national,2015-227494,2015-11-20,JP
7897253,0,regional,06405325,2006-07-31,EP
9919365,0,national,2013-261149,2013-12-18,JP
10555256,0,national,4755/CHE/2015,2015-09-08,IN
9254561,0,national,101102197 A,2012-01-19,TW
5674532,0,,A2688/89,1989-11-24,AT
10726309,0,national,10-2017-0103028,2017-08-14,KR
6987949,0,national,2001-334196,2001-10-31,JP
4941736,5,,61-067585,1986-03-25,JP
4604146,1,,56-139187,1981-09-02,JP
11079146,0,national,102016203414.6,2016-03-02,DE
9838200,0,national,2016-004818,2016-01-13,JP
10732415,0,national,166799,2005-02-10,IL
5173847,0,,63-244244,1988-09-30,JP
4527045,0,,55-33630,1980-03-17,JP
10100810,0,national,2012 70689,2012-11-09,DK
5288065,0,,725/92,1992-03-06,CH
7343838,0,national,0402619,2004-10-29,SE
6654426,0,,990680,1999-03-26,FI
7276187,1,national,2002-196840,2002-07-05,JP
9214473,0,national,2006-155472,2006-06-02,JP
10642493,0,national,10-2015-0031118,2015-03-05,KR
4753308,1,,60-57225,1985-03-20,JP
9415795,3,national,2013-266940,2013-12-25,JP
9836051,0,national,2014-014673,2014-01-29,JP
8733755,0,national,2012-045215,2012-03-01,JP
4300146,0,,183188,1977-12-06,BE
9359720,0,national,12 55158,2012-06-04,FR
11081045,0,national,10-2017-0154070,2017-11-17,KR
7948232,0,national,10 2008 019 541,2008-04-18,DE
4873953,0,,59-217548,1984-10-17,JP
9026016,0,national,2011-173527,2011-08-09,JP
4587337,0,,3411202,1984-03-27,DE
7785556,0,national,2006-297483,2006-11-01,JP
8264012,1,national,2006-015509,2006-01-24,JP
5429054,0,,9108310,1991-04-18,GB
9574050,0,national,2010-065888,2010-03-23,JP
11186309,0,national,201810470674.6,2018-05-17,CN
9684823,0,national,2014-188061,2014-09-16,JP
10633343,0,national,2015-143503,2015-07-17,JP
D778964,0,national,30-2014-0038879,2014-08-08,KR
D846463,4,regional,003460807-0003,2016-11-13,EM
9566323,0,national,10-2009-0055179,2009-06-19,KR
5620423,0,,43 32 308.1,1993-09-23,DE
10343638,0,national,2016-162266,2016-08-22,JP
6119000,0,,96 3 03 147,1996-05-03,EP
8663070,0,national,98127351 A,2009-08-13,TW
D921062,0,national,30-2019-0042720,2019-09-04,KR
6684834,0,,101 34 320,2001-07-14,DE
5291881,0,,4119660,1991-06-14,DE
6603779,0,,1339/97,1997-11-24,DK
6104541,0,,10-092620,1998-03-20,JP
6934489,0,national,2002/004369,2002-01-11,JP
10734221,0,national,2017-133691,2017-07-07,JP
4799581,0,,61-177987[U],1986-11-19,JP
10031184,0,national,13-044020,2013-03-05,CO
10945222,0,national,201710567573.6,2017-07-12,CN
9408562,0,national,2013-090087,2013-04-23,JP
7286255,0,national,2002-032430,2002-02-08,JP
11216225,0,national,JP2019-157247,2019-08-29,JP
9091456,1,national,2007-305929,2007-11-27,JP
11063371,0,national,10-2017-0175064,2017-12-19,KR
6996280,0,national,10-160133,1998-06-09,JP
5533880,0,,3-047020,1991-03-12,JP
7527950,1,national,99104431,1999-03-09,RU
6789300,0,,02076702,2002-04-30,EP
10058710,0,national,226180,2013-05-06,IL
4901128,2,,58-216143,1983-11-18,JP
